,Date,Region,Cases,Case Rate,dt[Cases],dt[Case Rate]
1304,2020-06-19,San Fernando Valley,13059,785.7,218,13.330000000000041
1305,2020-06-19,San Gabriel Valley,7622,516.12,161,10.899999999999977
1306,2020-06-19,Santa Monica Mountains,228,287.94,5,5.850000000000023
1307,2020-06-19,South Bay,3411,439.7,44,5.670000000000016
1308,2020-06-19,South LA,10549,1251.29,198,23.480000000000018
1309,2020-06-19,Southeast,12283,973.67,192,15.569999999999936
1310,2020-06-19,Verdugos,2969,618.45,37,7.710000000000036
1311,2020-06-19,Westside,1951,346.71,30,5.329999999999984
1312,2020-06-20,Angeles Forest,12,346.32,0,0.0
1313,2020-06-20,Antelope Valley,2112,545.37,40,8.659999999999968
1314,2020-06-20,Central LA,8592,880.82,132,13.020000000000095
1315,2020-06-20,Eastside,4012,1317.56,91,32.5
1316,2020-06-20,Harbor,6146,608.8,98,11.039999999999964
1317,2020-06-20,Northeast LA,1164,690.53,29,17.199999999999932
1318,2020-06-20,Northwest County,2825,415.49,18,6.069999999999993
1319,2020-06-20,Pomona Valley,1159,507.36,55,24.08000000000004
1320,2020-06-20,San Fernando Valley,13336,802.83,277,17.129999999999995
1321,2020-06-20,San Gabriel Valley,7894,534.54,272,18.41999999999996
1322,2020-06-20,Santa Monica Mountains,238,298.17,10,10.230000000000018
1323,2020-06-20,South Bay,3506,451.95,95,12.25
1324,2020-06-20,South LA,10888,1291.5,339,40.210000000000036
1325,2020-06-20,Southeast,12745,1010.06,462,36.389999999999986
1326,2020-06-20,Verdugos,3014,627.82,45,9.370000000000005
1327,2020-06-20,Westside,1999,355.24,48,8.53000000000003
1328,2020-06-21,Angeles Forest,12,346.32,0,0.0
1329,2020-06-21,Antelope Valley,2138,548.4,26,3.0299999999999727
1330,2020-06-21,Central LA,8677,890.26,85,9.43999999999994
1331,2020-06-21,Eastside,4111,1347.1,99,29.539999999999964
1332,2020-06-21,Harbor,6243,619.95,97,11.150000000000091
1333,2020-06-21,Northeast LA,1174,696.46,10,5.930000000000064
1334,2020-06-21,Northwest County,2838,419.66,13,4.170000000000016
1335,2020-06-21,Pomona Valley,1200,525.3,41,17.93999999999994
1336,2020-06-21,San Fernando Valley,13512,813.79,176,10.959999999999923
1337,2020-06-21,San Gabriel Valley,8158,552.42,264,17.879999999999995
1338,2020-06-21,Santa Monica Mountains,242,304.02,4,5.849999999999966
1339,2020-06-21,South Bay,3578,461.23,72,9.28000000000003
1340,2020-06-21,South LA,11152,1322.82,264,31.319999999999936
1341,2020-06-21,Southeast,13148,1041.2,403,31.1400000000001
1342,2020-06-21,Verdugos,3059,637.2,45,9.379999999999995
1343,2020-06-21,Westside,2021,359.15,22,3.909999999999968
1344,2020-06-22,Angeles Forest,12,346.32,0,0.0
1345,2020-06-22,Antelope Valley,2183,560.95,45,12.550000000000068
1346,2020-06-22,Central LA,8962,920.01,285,29.75
1347,2020-06-22,Eastside,4317,1413.08,206,65.98000000000002
1348,2020-06-22,Harbor,6310,626.91,67,6.959999999999923
1349,2020-06-22,Northeast LA,1242,736.8,68,40.33999999999992
1350,2020-06-22,Northwest County,2848,423.45,10,3.7899999999999636
1351,2020-06-22,Pomona Valley,1275,558.14,75,32.84000000000003
1352,2020-06-22,San Fernando Valley,13771,829.61,259,15.82000000000005
1353,2020-06-22,San Gabriel Valley,8540,579.77,382,27.350000000000023
1354,2020-06-22,Santa Monica Mountains,244,305.48,2,1.4600000000000364
1355,2020-06-22,South Bay,3627,471.21,49,9.979999999999961
1356,2020-06-22,South LA,11099,1373.41,-53,50.590000000000146
1357,2020-06-22,Southeast,13666,1083.62,518,42.419999999999845
1358,2020-06-22,Verdugos,3127,651.36,68,14.159999999999968
1359,2020-06-22,Westside,2055,365.19,34,6.0400000000000205
1360,2020-06-23,Angeles Forest,12,346.32,0,0.0
1361,2020-06-23,Antelope Valley,2329,603.8,146,42.84999999999991
1362,2020-06-23,Central LA,9134,937.22,172,17.210000000000036
1363,2020-06-23,Eastside,4419,1450.5,102,37.42000000000007
1364,2020-06-23,Harbor,6471,644.07,161,17.160000000000082
1365,2020-06-23,Northeast LA,1269,752.82,27,16.020000000000095
1366,2020-06-23,Northwest County,2884,435.96,36,12.509999999999991
1367,2020-06-23,Pomona Valley,1338,585.71,63,27.57000000000005
1368,2020-06-23,San Fernando Valley,14052,847.21,281,17.600000000000023
1369,2020-06-23,San Gabriel Valley,8964,607.0,424,27.230000000000018
1370,2020-06-23,Santa Monica Mountains,253,314.25,9,8.769999999999982
1371,2020-06-23,South Bay,3754,483.92,127,12.710000000000036
1372,2020-06-23,South LA,11846,1405.14,747,31.730000000000018
1373,2020-06-23,Southeast,14090,1117.12,424,33.5
1374,2020-06-23,Verdugos,3168,659.9,41,8.539999999999964
1375,2020-06-23,Westside,2106,374.25,51,9.060000000000002
