Date,Region,Cases,New cases,"New cases, 14-day avg",Cases per 100k,"New cases, 14-day avg per 100k"
2020-11-26,South Bay,48975,383,419.6,3120.3,26.73
2020-11-27,Antelope Valley,15622,345,208.3,3932.3,52.43
2020-11-27,San Fernando,90981,922,1014.8,4046.6,45.14
2020-11-27,San Gabriel,62761,1046,685.1,3458.9,37.76
2020-11-27,Metro,38002,272,347.4,3188.7,29.15
2020-11-27,West,12770,114,149.9,1913.9,22.47
2020-11-27,South,46613,383,401.1,4436.4,38.17
2020-11-27,East,66943,783,654.1,5067.8,49.52
2020-11-27,South Bay,49421,446,433.1,3148.7,27.59
2020-11-28,Antelope Valley,15812,190,209.6,3980.1,52.77
2020-11-28,San Fernando,91697,716,982.8,4078.5,43.71
2020-11-28,San Gabriel,63341,580,685.3,3490.9,37.77
2020-11-28,Metro,38226,224,339.3,3207.5,28.47
2020-11-28,West,12862,92,146.0,1927.7,21.88
2020-11-28,South,46907,294,397.9,4464.4,37.87
2020-11-28,East,67526,583,655.6,5111.9,49.63
2020-11-28,South Bay,49758,337,433.4,3170.2,27.61
2020-11-29,Antelope Valley,16006,194,211.5,4029.0,53.24
2020-11-29,San Fernando,92990,1293,1032.4,4136.0,45.92
2020-11-29,San Gabriel,64227,886,710.7,3539.7,39.17
2020-11-29,Metro,38673,447,349.4,3245.0,29.31
2020-11-29,West,12988,126,145.4,1946.6,21.79
2020-11-29,South,47374,467,408.1,4508.8,38.84
2020-11-29,East,68394,868,684.4,5177.7,51.81
2020-11-29,South Bay,50332,574,449.1,3206.8,28.62
2020-11-30,Antelope Valley,16301,295,221.6,4103.2,55.79
2020-11-30,San Fernando,94372,1382,1065.3,4197.5,47.38
2020-11-30,San Gabriel,64997,770,736.3,3582.2,40.58
2020-11-30,Metro,39190,517,368.4,3288.4,30.91
2020-11-30,West,13186,198,151.9,1976.3,22.76
2020-11-30,South,47958,584,433.6,4564.4,41.27
2020-11-30,East,69140,746,702.1,5234.1,53.15
2020-11-30,South Bay,50774,442,467.7,3234.9,29.8
2020-12-01,Antelope Valley,16610,309,233.8,4181.0,58.85
2020-12-01,San Fernando,96487,2115,1173.6,4291.5,52.2
2020-12-01,San Gabriel,66107,1110,781.8,3643.3,43.09
2020-12-01,Metro,39785,595,394.7,3338.3,33.12
2020-12-01,West,13437,251,162.9,2013.9,24.41
2020-12-01,South,48793,835,477.4,4643.9,45.43
2020-12-01,East,70353,1213,766.1,5326.0,57.99
2020-12-01,South Bay,51813,1039,518.1,3301.1,33.01
2020-12-02,Antelope Valley,16873,263,237.0,4247.2,59.66
2020-12-02,San Fernando,97768,1281,1194.9,4348.5,53.15
2020-12-02,San Gabriel,67117,1010,804.8,3699.0,44.35
2020-12-02,Metro,40273,488,403.1,3379.3,33.83
2020-12-02,West,13700,263,168.4,2053.3,25.23
2020-12-02,South,49310,517,480.6,4693.1,45.74
2020-12-02,East,71309,956,786.9,5398.3,59.57
2020-12-02,South Bay,52906,1093,556.9,3370.8,35.48
2020-12-03,Antelope Valley,17192,319,244.5,4327.5,61.54
2020-12-03,San Fernando,99355,1587,1212.9,4419.1,53.95
2020-12-03,San Gabriel,68429,1312,836.4,3771.3,46.1
2020-12-03,Metro,40968,695,420.9,3437.6,35.32
2020-12-03,West,13984,284,175.2,2095.9,26.26
2020-12-03,South,50265,955,511.4,4784.0,48.68
2020-12-03,East,72683,1374,833.6,5502.3,63.1
2020-12-03,South Bay,53920,1014,593.3,3435.4,37.8
2020-12-04,Antelope Valley,17622,430,256.6,4435.8,64.58
2020-12-04,San Fernando,101528,2173,1283.5,4515.7,57.09
2020-12-04,San Gabriel,69894,1465,896.9,3852.1,49.43
2020-12-04,Metro,41846,878,459.2,3511.2,38.53
2020-12-04,West,14228,244,182.4,2132.4,27.33
2020-12-04,South,51191,926,552.2,4872.1,52.56
2020-12-04,East,74024,1341,877.6,5603.9,66.44
2020-12-04,South Bay,54993,1073,635.5,3503.7,40.49
2020-12-05,Antelope Valley,18188,566,279.4,4578.2,70.32
2020-12-05,San Fernando,103484,1956,1344.1,4602.7,59.78
2020-12-05,San Gabriel,71367,1473,954.4,3933.2,52.6
2020-12-05,Metro,42680,834,489.5,3581.2,41.07
2020-12-05,West,14542,314,192.1,2179.5,28.8
2020-12-05,South,52108,917,583.0,4959.4,55.49
2020-12-05,East,75578,1554,938.6,5721.5,71.05
2020-12-05,South Bay,55969,976,666.4,3565.9,42.46
2020-12-06,Antelope Valley,18610,422,303.9,4684.4,76.5
2020-12-06,San Fernando,105783,2299,1462.9,4705.0,65.07
2020-12-06,San Gabriel,73006,1639,1037.6,4023.6,57.18
2020-12-06,Metro,43462,782,528.6,3646.8,44.35
2020-12-06,West,14823,281,204.8,2221.6,30.69
2020-12-06,South,53296,1188,650.0,5072.4,61.86
2020-12-06,East,77535,1957,1049.6,5869.7,79.46
2020-12-06,South Bay,57349,1380,738.0,3653.8,47.02
2020-12-07,Antelope Valley,19060,450,319.3,4797.7,80.37
2020-12-07,San Fernando,107946,2163,1495.4,4801.2,66.51
2020-12-07,San Gabriel,74380,1374,1060.1,4099.3,58.42
2020-12-07,Metro,44067,605,529.6,3697.6,44.44
2020-12-07,West,15125,302,209.1,2266.9,31.35
2020-12-07,South,54220,924,670.2,5160.4,63.79
2020-12-07,East,78969,1434,1084.9,5978.2,82.13
2020-12-07,South Bay,58045,696,750.9,3698.2,47.84
2020-12-08,Antelope Valley,19589,529,339.3,4930.9,85.4
2020-12-08,San Fernando,109816,1870,1569.9,4884.4,69.83
2020-12-08,San Gabriel,75969,1589,1131.2,4186.9,62.34
2020-12-08,Metro,44785,718,560.0,3757.8,46.99
2020-12-08,West,15406,281,220.6,2309.0,33.07
2020-12-08,South,55112,892,709.3,5245.3,67.51
2020-12-08,East,80529,1560,1143.4,6096.3,86.56
2020-12-08,South Bay,59005,960,789.4,3759.3,50.29
2020-12-09,Antelope Valley,20182,593,369.1,5080.1,92.92
2020-12-09,San Fernando,111772,1956,1645.3,4971.4,73.18
2020-12-09,San Gabriel,77214,1245,1169.7,4255.5,64.47
2020-12-09,Metro,45487,702,585.4,3816.8,49.12
2020-12-09,West,15638,232,225.9,2343.8,33.85
2020-12-09,South,56154,1042,751.0,5344.4,71.48
2020-12-09,East,81936,1407,1184.4,6202.8,89.67
2020-12-09,South Bay,60669,1664,862.6,3865.4,54.96
2020-12-10,Antelope Valley,20648,466,383.6,5197.4,96.57
2020-12-10,San Fernando,114760,2988,1764.4,5104.3,78.47
2020-12-10,San Gabriel,79293,2079,1255.6,4370.1,69.2
2020-12-10,Metro,46828,1341,649.9,3929.3,54.53
2020-12-10,West,16064,426,243.4,2407.6,36.48
2020-12-10,South,57479,1325,803.5,5470.6,76.47
2020-12-10,East,84164,2228,1286.0,6371.5,97.35
2020-12-10,South Bay,62157,1488,941.6,3960.2,59.99
2020-12-11,Antelope Valley,21341,693,408.5,5371.9,102.83
2020-12-11,San Fernando,117954,3194,1926.6,5246.3,85.69
2020-12-11,San Gabriel,81318,2025,1325.5,4481.7,73.05
2020-12-11,Metro,48193,1365,727.9,4043.8,61.08
2020-12-11,West,16497,433,266.2,2472.5,39.9
2020-12-11,South,59166,1687,896.6,5631.1,85.34
2020-12-11,East,86516,2352,1398.1,6549.6,105.84
2020-12-11,South Bay,63827,1670,1029.0,4066.6,65.56
2020-12-12,Antelope Valley,21933,592,437.2,5520.9,110.05
2020-12-12,San Fernando,120992,3038,2092.5,5381.5,93.07
2020-12-12,San Gabriel,83110,1792,1412.1,4580.4,77.82
2020-12-12,Metro,49289,1096,790.2,4135.8,66.31
2020-12-12,West,16880,383,287.0,2529.9,43.01
2020-12-12,South,60401,1235,963.9,5748.7,91.73
2020-12-12,East,88327,1811,1485.8,6686.7,112.48
2020-12-12,South Bay,65052,1225,1092.4,4144.6,69.6
2020-12-13,Antelope Valley,22678,745,476.6,5708.4,119.96
2020-12-13,San Fernando,123157,2165,2154.8,5477.8,95.84
2020-12-13,San Gabriel,85522,2412,1521.1,4713.4,83.83
2020-12-13,Metro,50135,846,818.7,4206.8,68.7
2020-12-13,West,17149,269,297.2,2570.2,44.55
2020-12-13,South,61775,1374,1028.6,5879.4,97.9
2020-12-13,East,91045,2718,1617.9,6892.4,122.48
2020-12-13,South Bay,66418,1366,1149.0,4231.6,73.21
2020-12-14,Antelope Valley,23269,591,497.7,5857.2,125.28
2020-12-14,San Fernando,124485,1328,2150.9,5536.8,95.67
2020-12-14,San Gabriel,87226,1704,1587.8,4807.3,87.51
2020-12-14,Metro,50638,503,817.7,4249.0,68.61
2020-12-14,West,17336,187,296.4,2598.2,44.43
2020-12-14,South,62382,607,1030.3,5937.2,98.06
2020-12-14,East,92251,1206,1650.8,6983.7,124.97
2020-12-14,South Bay,67192,774,1172.7,4280.9,74.72
2020-12-15,Antelope Valley,23940,671,523.6,6026.1,131.79
2020-12-15,San Fernando,126973,2488,2177.6,5647.5,96.85
2020-12-15,San Gabriel,88897,1671,1627.9,4899.4,89.72
2020-12-15,Metro,51652,1014,847.6,4334.1,71.12
2020-12-15,West,17761,425,308.9,2661.9,46.29
2020-12-15,South,63637,1255,1060.3,6056.6,100.91
2020-12-15,East,94133,1882,1698.6,7126.2,128.59
2020-12-15,South Bay,68734,1542,1208.6,4379.2,77.01
2020-12-16,Antelope Valley,24762,822,563.5,6233.0,141.84
2020-12-16,San Fernando,132296,5323,2466.3,5884.2,109.7
2020-12-16,San Gabriel,91816,2919,1764.2,5060.2,97.23
2020-12-16,Metro,54186,2534,993.8,4546.7,83.39
2020-12-16,West,18406,645,336.1,2758.6,50.38
2020-12-16,South,66409,2772,1221.4,6320.5,116.24
2020-12-16,East,98047,3914,1909.9,7422.5,144.58
2020-12-16,South Bay,71705,2971,1342.8,4568.5,85.55
2020-12-17,Antelope Valley,25379,617,584.8,6388.3,147.2
2020-12-17,San Fernando,135001,2705,2546.1,6004.6,113.25
2020-12-17,San Gabriel,94296,2480,1847.6,5196.9,101.83
2020-12-17,Metro,55584,1398,1044.0,4664.0,87.6
2020-12-17,West,18870,464,349.0,2828.2,52.31
2020-12-17,South,68068,1659,1271.6,6478.4,121.03
2020-12-17,East,100320,2273,1974.1,7594.6,149.44
2020-12-17,South Bay,73925,2220,1428.9,4709.9,91.04
2020-12-18,Antelope Valley,26037,658,601.1,6553.9,151.3
2020-12-18,San Fernando,138638,3637,2650.7,6166.3,117.9
2020-12-18,San Gabriel,96924,2628,1930.7,5341.8,106.41
2020-12-18,Metro,57176,1592,1095.0,4797.6,91.88
2020-12-18,West,19307,437,362.8,2893.6,54.37
2020-12-18,South,69977,1909,1341.9,6660.0,127.71
2020-12-18,East,103172,2852,2082.0,7810.5,157.61
2020-12-18,South Bay,76315,2390,1523.0,4862.2,97.03
2020-12-19,Antelope Valley,26683,646,606.8,6716.6,152.74
2020-12-19,San Fernando,141472,2834,2713.4,6292.4,120.69
2020-12-19,San Gabriel,98997,2073,1973.6,5456.0,108.77
2020-12-19,Metro,58353,1177,1119.5,4896.3,93.94
2020-12-19,West,19727,420,370.4,2956.6,55.51
2020-12-19,South,71727,1750,1401.4,6826.6,133.37
2020-12-19,East,105805,2633,2159.1,8009.8,163.45
2020-12-19,South Bay,78158,1843,1584.9,4979.6,100.98
2020-12-20,Antelope Valley,27394,711,627.4,6895.5,157.93
2020-12-20,San Fernando,144173,2701,2742.1,6412.5,121.96
2020-12-20,San Gabriel,101248,2251,2017.3,5580.1,111.18
2020-12-20,Metro,59621,1268,1154.2,5002.7,96.85
2020-12-20,West,20154,427,380.8,3020.6,57.07
2020-12-20,South,73420,1693,1437.4,6987.7,136.81
2020-12-20,East,107978,2173,2174.5,8174.3,164.62
2020-12-20,South Bay,79867,1709,1608.4,5088.5,102.48
2020-12-21,Antelope Valley,27947,553,634.8,7034.7,159.79
2020-12-21,San Fernando,146819,2646,2776.6,6530.2,123.5
2020-12-21,San Gabriel,102954,1706,2041.0,5674.1,112.49
2020-12-21,Metro,60747,1126,1191.4,5097.2,99.97
2020-12-21,West,20493,339,383.4,3071.4,57.47
2020-12-21,South,74983,1563,1483.1,7136.5,141.15
2020-12-21,East,109973,1995,2214.6,8325.3,167.65
2020-12-21,South Bay,80989,1122,1638.9,5160.0,104.42
2020-12-22,Antelope Valley,28676,729,649.1,7218.2,163.38
2020-12-22,San Fernando,149389,2570,2826.6,6644.5,125.72
2020-12-22,San Gabriel,105212,2258,2088.8,5798.5,115.12
2020-12-22,Metro,61914,1167,1223.5,5195.1,102.66
2020-12-22,West,20837,344,387.9,3123.0,58.14
2020-12-22,South,76156,1173,1503.1,7248.1,143.06
2020-12-22,East,111941,1968,2243.7,8474.3,169.86
2020-12-22,South Bay,83228,2239,1730.2,5302.6,110.24
2020-12-23,Antelope Valley,29517,841,666.8,7429.9,167.84
2020-12-23,San Fernando,152623,3234,2917.9,6788.3,129.78
2020-12-23,San Gabriel,107978,2766,2197.4,5951.0,121.11
2020-12-23,Metro,63194,1280,1264.8,5302.5,106.13
2020-12-23,West,21295,458,404.1,3191.6,60.56
2020-12-23,South,78093,1937,1567.1,7432.5,149.15
2020-12-23,East,115352,3411,2386.9,8732.5,180.69
2020-12-23,South Bay,85204,1976,1752.5,5428.5,111.66
2020-12-24,Antelope Valley,29992,475,667.4,7549.5,168.0
2020-12-24,San Fernando,155616,2993,2918.3,6921.5,129.8
2020-12-24,San Gabriel,109776,1798,2177.4,6050.1,120.0
2020-12-24,Metro,64486,1292,1261.3,5410.9,105.83
2020-12-24,West,21775,480,407.9,3263.5,61.14
2020-12-24,South,79721,1628,1588.7,7587.4,151.21
2020-12-24,East,117432,2080,2376.3,8890.0,179.89
2020-12-24,South Bay,87479,2275,1808.7,5573.5,115.24
2020-12-25,Antelope Valley,29992,0,617.9,7549.5,155.54
2020-12-25,San Fernando,155616,0,2690.1,6921.5,119.65
2020-12-25,San Gabriel,109776,0,2032.7,6050.1,112.03
2020-12-25,Metro,64486,0,1163.8,5410.9,97.65
2020-12-25,West,21775,0,377.0,3263.5,56.5
2020-12-25,South,79721,0,1468.2,7587.4,139.74
2020-12-25,East,117432,0,2208.3,8890.0,167.17
2020-12-25,South Bay,87479,0,1689.4,5573.5,107.64
2020-12-26,Antelope Valley,31032,1040,649.9,7811.3,163.6
2020-12-26,San Fernando,161865,6249,2919.5,7199.4,129.85
2020-12-26,San Gabriel,114521,4745,2243.6,6311.6,123.65
2020-12-26,Metro,67472,2986,1298.8,5661.5,108.98
2020-12-26,West,22647,872,411.9,3394.2,61.74
2020-12-26,South,83368,3647,1640.5,7934.5,156.13
2020-12-26,East,122698,5266,2455.1,9288.7,185.86
2020-12-26,South Bay,90950,3471,1849.9,5794.6,117.86
2020-12-27,Antelope Valley,31563,531,634.6,7944.9,159.75
2020-12-27,San Fernando,164949,3084,2985.1,7336.6,132.77
2020-12-27,San Gabriel,116544,2023,2215.9,6423.1,122.12
2020-12-27,Metro,68834,1362,1335.6,5775.8,112.07
2020-12-27,West,23048,401,421.4,3454.3,63.15
2020-12-27,South,85034,1666,1661.4,8093.1,158.12
2020-12-27,East,124815,2117,2412.1,9448.9,182.61
2020-12-27,South Bay,92803,1853,1884.6,5912.7,120.07
2020-12-28,Antelope Valley,32066,503,628.4,8071.5,158.17
2020-12-28,San Fernando,167920,2971,3102.5,7468.7,137.99
2020-12-28,San Gabriel,119053,2509,2273.4,6561.3,125.29
2020-12-28,Metro,70181,1347,1395.9,5888.8,117.13
2020-12-28,West,23413,365,434.1,3509.0,65.06
2020-12-28,South,86575,1541,1728.1,8239.8,164.47
2020-12-28,East,127440,2625,2513.5,9647.6,190.28
2020-12-28,South Bay,94126,1323,1923.9,5997.0,122.57
2020-12-29,Antelope Valley,32586,520,617.6,8202.4,155.45
2020-12-29,San Fernando,170552,2632,3112.8,7585.8,138.45
2020-12-29,San Gabriel,120917,1864,2287.1,6664.1,126.05
2020-12-29,Metro,71369,1188,1408.4,5988.5,118.17
2020-12-29,West,23760,347,428.5,3561.0,64.22
2020-12-29,South,87898,1323,1732.9,8365.7,164.93
2020-12-29,East,129533,2093,2528.6,9806.1,191.42
2020-12-29,South Bay,96552,2426,1987.0,6151.5,126.6
2020-12-30,Antelope Valley,32945,359,584.5,8292.8,147.13
2020-12-30,San Fernando,172972,2420,2905.4,7693.4,129.23
2020-12-30,San Gabriel,122496,1579,2191.4,6751.1,120.78
2020-12-30,Metro,72423,1054,1302.6,6076.9,109.3
2020-12-30,West,24042,282,402.6,3603.3,60.34
2020-12-30,South,88982,1084,1612.4,8468.8,153.46
2020-12-30,East,131155,1622,2364.9,9928.9,179.03
2020-12-30,South Bay,97873,1321,1869.1,6235.7,119.09
2020-12-31,Antelope Valley,33452,507,576.6,8420.4,145.15
2020-12-31,San Fernando,176150,3178,2939.2,7834.8,130.73
2020-12-31,San Gabriel,124908,2412,2186.6,6884.0,120.51
2020-12-31,Metro,73790,1367,1300.4,6191.6,109.12
2020-12-31,West,24652,610,413.0,3694.7,61.9
2020-12-31,South,90672,1690,1614.6,8629.7,153.67
2020-12-31,East,133440,2285,2365.7,10101.9,179.09
2020-12-31,South Bay,99925,2052,1857.1,6366.4,118.32
2021-01-01,Antelope Valley,34118,666,577.2,8588.1,145.29
2021-01-01,San Fernando,180914,4764,3019.7,8046.7,134.31
2021-01-01,San Gabriel,128417,3509,2249.5,7077.4,123.98
2021-01-01,Metro,75757,1967,1327.2,6356.7,111.36
2021-01-01,West,25274,622,426.2,3788.0,63.88
2021-01-01,South,92988,2316,1643.6,8850.1,156.43
2021-01-01,East,136500,3060,2380.6,10333.5,180.22
2021-01-01,South Bay,102480,2555,1868.9,6529.2,119.07
2021-01-02,Antelope Valley,34826,708,581.6,8766.3,146.41
2021-01-02,San Fernando,184235,3321,3054.5,8194.4,135.86
2021-01-02,San Gabriel,131131,2714,2295.3,7227.0,126.5
2021-01-02,Metro,77151,1394,1342.7,6473.6,112.67
2021-01-02,West,25682,408,425.4,3849.1,63.75
2021-01-02,South,94901,1913,1655.3,9032.2,157.54
2021-01-02,East,139631,3131,2416.1,10570.5,182.91
2021-01-02,South Bay,104142,1662,1856.0,6635.1,118.25
2021-01-03,Antelope Valley,35326,500,566.6,8892.1,142.62
2021-01-03,San Fernando,187101,2866,3066.3,8321.8,136.38
2021-01-03,San Gabriel,132922,1791,2262.4,7325.7,124.69
2021-01-03,Metro,78411,1260,1342.1,6579.4,112.62
2021-01-03,West,25976,294,415.9,3893.2,62.33
2021-01-03,South,96426,1525,1643.3,9177.3,156.4
2021-01-03,East,141526,1895,2396.3,10714.0,181.41
2021-01-03,South Bay,106220,2078,1882.4,6767.5,119.93
2021-01-04,Antelope Valley,35638,312,549.4,8970.7,138.28
2021-01-04,San Fernando,189294,2193,3033.9,8419.4,134.94
2021-01-04,San Gabriel,134315,1393,2240.1,7402.5,123.46
2021-01-04,Metro,79265,854,1322.7,6651.0,110.99
2021-01-04,West,26345,369,418.0,3948.5,62.65
2021-01-04,South,97491,1065,1607.7,9278.7,153.01
2021-01-04,East,143112,1586,2367.1,10834.1,179.2
2021-01-04,South Bay,107089,869,1864.3,6822.9,118.78
2021-01-05,Antelope Valley,36175,537,535.6,9105.9,134.83
2021-01-05,San Fernando,192060,2766,3047.9,8542.4,135.57
2021-01-05,San Gabriel,136340,2025,2223.4,7514.1,122.54
2021-01-05,Metro,80105,840,1299.4,6721.5,109.03
2021-01-05,West,26730,385,420.9,4006.2,63.09
2021-01-05,South,98741,1250,1613.2,9397.7,153.54
2021-01-05,East,145220,2108,2377.1,10993.6,179.95
2021-01-05,South Bay,110072,2983,1917.4,7012.9,122.16
2021-01-06,Antelope Valley,36620,445,507.4,9217.9,127.71
2021-01-06,San Fernando,194617,2557,2999.6,8656.1,133.41
2021-01-06,San Gabriel,138244,1904,2161.9,7619.0,119.15
2021-01-06,Metro,81452,1347,1304.1,6834.5,109.43
2021-01-06,West,27096,366,414.4,4061.0,62.1
2021-01-06,South,99946,1205,1560.9,9512.3,148.56
2021-01-06,East,146990,1770,2259.9,11127.6,171.08
2021-01-06,South Bay,111773,1701,1897.8,7121.3,120.91
2021-01-07,Antelope Valley,37253,633,518.6,9377.2,130.55
2021-01-07,San Fernando,199476,4859,3132.9,8872.3,139.34
2021-01-07,San Gabriel,140996,2752,2230.0,7770.7,122.9
2021-01-07,Metro,83389,1937,1350.2,6997.1,113.29
2021-01-07,West,27800,704,430.4,4166.5,64.5
2021-01-07,South,102072,2126,1596.5,9714.7,151.95
2021-01-07,East,149980,2990,2324.9,11354.0,176.0
2021-01-07,South Bay,114460,2687,1927.2,7292.5,122.79
2021-01-08,Antelope Valley,37938,685,567.6,9549.6,142.87
2021-01-08,San Fernando,203567,4091,3425.1,9054.2,152.34
2021-01-08,San Gabriel,143958,2962,2441.6,7933.9,134.56
2021-01-08,Metro,85095,1706,1472.1,7140.2,123.52
2021-01-08,West,28423,623,474.9,4259.9,71.17
2021-01-08,South,104391,2319,1762.1,9935.4,167.71
2021-01-08,East,152921,2941,2534.9,11576.6,191.9
2021-01-08,South Bay,116761,2301,2091.6,7439.1,133.26
2021-01-09,Antelope Valley,38749,811,551.2,9753.8,138.75
2021-01-09,San Fernando,207308,3741,3245.9,9220.6,144.37
2021-01-09,San Gabriel,146490,2532,2283.5,8073.5,125.85
2021-01-09,Metro,86715,1620,1374.5,7276.1,115.33
2021-01-09,West,29062,639,458.2,4355.7,68.68
2021-01-09,South,106410,2019,1645.9,10127.6,156.64
2021-01-09,East,155782,2861,2363.1,11793.2,178.9
2021-01-09,South Bay,118858,2097,1993.4,7572.7,127.01
2021-01-10,Antelope Valley,39486,737,565.9,9939.3,142.45
2021-01-10,San Fernando,210030,2722,3220.1,9341.7,143.22
2021-01-10,San Gabriel,148777,2287,2302.4,8199.5,126.89
2021-01-10,Metro,88074,1359,1374.3,7390.2,115.31
2021-01-10,West,29554,492,464.7,4429.4,69.65
2021-01-10,South,107915,1505,1634.4,10270.8,155.55
2021-01-10,East,158075,2293,2375.7,11966.8,179.85
2021-01-10,South Bay,121103,2245,2021.4,7715.7,128.79
2021-01-11,Antelope Valley,39994,508,566.3,10067.2,142.54
2021-01-11,San Fernando,213109,3079,3227.8,9478.6,143.56
2021-01-11,San Gabriel,150966,2189,2279.5,8320.2,125.63
2021-01-11,Metro,89289,1215,1364.9,7492.1,114.52
2021-01-11,West,29988,434,469.6,4494.5,70.39
2021-01-11,South,109381,1466,1629.0,10410.3,155.04
2021-01-11,East,160385,2310,2353.2,12141.7,178.15
2021-01-11,South Bay,122284,1181,2011.3,7791.0,128.14
2021-01-12,Antelope Valley,40602,608,572.6,10220.2,144.13
2021-01-12,San Fernando,215943,2834,3242.2,9604.7,144.21
2021-01-12,San Gabriel,153013,2047,2292.6,8433.0,126.35
2021-01-12,Metro,90471,1182,1364.4,7591.3,114.49
2021-01-12,West,30393,405,473.8,4555.2,71.01
2021-01-12,South,110725,1344,1630.5,10538.2,155.18
2021-01-12,East,162276,1891,2338.8,12284.8,177.05
2021-01-12,South Bay,123464,1180,1922.3,7866.2,122.47
2021-01-13,Antelope Valley,41019,417,576.7,10325.2,145.17
2021-01-13,San Fernando,218417,2474,3246.1,9714.7,144.38
2021-01-13,San Gabriel,155191,2178,2335.4,8553.0,128.71
2021-01-13,Metro,91687,1216,1376.0,7693.3,115.46
2021-01-13,West,30797,404,482.5,4615.7,72.31
2021-01-13,South,112084,1359,1650.1,10667.6,157.05
2021-01-13,East,164369,2093,2372.4,12443.3,179.6
2021-01-13,South Bay,127170,3706,2092.6,8102.3,133.33
2021-01-14,Antelope Valley,41631,612,584.2,10479.2,147.06
2021-01-14,San Fernando,222976,4559,3344.7,9917.5,148.77
2021-01-14,San Gabriel,157289,2098,2312.9,8668.6,127.47
2021-01-14,Metro,93650,1963,1418.6,7858.0,119.03
2021-01-14,West,31476,679,487.4,4717.5,73.05
2021-01-14,South,113929,1845,1661.2,10843.2,158.11
2021-01-14,East,166910,2541,2390.7,12635.7,180.99
2021-01-14,South Bay,129398,2228,2105.2,8244.2,134.13
2021-01-15,Antelope Valley,42198,567,577.1,10621.9,145.28
2021-01-15,San Fernando,226349,3373,3245.4,10067.5,144.35
2021-01-15,San Gabriel,159667,2378,2232.1,8799.7,123.02
2021-01-15,Metro,95081,1431,1380.3,7978.1,115.82
2021-01-15,West,31981,505,479.1,4793.2,71.8
2021-01-15,South,115591,1662,1614.5,11001.4,153.66
2021-01-15,East,169006,2096,2321.9,12794.3,175.77
2021-01-15,South Bay,131421,2023,2067.2,8373.1,131.71
2021-01-16,Antelope Valley,42969,771,581.6,10816.0,146.41
2021-01-16,San Fernando,229572,3223,3238.4,10210.9,144.04
2021-01-16,San Gabriel,161914,2247,2198.8,8923.5,121.18
2021-01-16,Metro,96417,1336,1376.1,8090.2,115.47
2021-01-16,West,32468,487,484.7,4866.2,72.65
2021-01-16,South,117100,1509,1585.6,11145.0,150.91
2021-01-16,East,171051,2045,2244.3,12949.1,169.9
2021-01-16,South Bay,133561,2140,2101.4,8509.5,133.88
2021-01-17,Antelope Valley,43500,531,583.9,10949.7,146.97
2021-01-17,San Fernando,232267,2695,3226.1,10330.7,143.49
2021-01-17,San Gabriel,163565,1651,2188.8,9014.5,120.63
2021-01-17,Metro,97312,895,1350.1,8165.3,113.28
2021-01-17,West,32801,333,487.5,4916.1,73.06
2021-01-17,South,118157,1057,1552.2,11245.6,147.73
2021-01-17,East,172664,1613,2224.1,13071.2,168.38
2021-01-17,South Bay,135264,1703,2074.6,8618.0,132.18
2021-01-18,Antelope Valley,43964,464,594.7,11066.5,149.7
2021-01-18,San Fernando,234758,2491,3247.4,10441.5,144.44
2021-01-18,San Gabriel,165223,1658,2207.7,9105.9,121.67
2021-01-18,Metro,98189,877,1351.7,8238.9,113.42
2021-01-18,West,33144,343,485.6,4967.5,72.79
2021-01-18,South,119179,1022,1549.1,11342.8,147.44
2021-01-18,East,174072,1408,2211.4,13177.8,167.41
2021-01-18,South Bay,136287,1023,2085.6,8683.1,132.88
2021-01-19,Antelope Valley,44294,330,579.9,11149.5,145.98
2021-01-19,San Fernando,236821,2063,3197.2,10533.3,142.21
2021-01-19,San Gabriel,166434,1211,2149.6,9172.7,118.47
2021-01-19,Metro,98892,703,1341.9,8297.9,112.6
2021-01-19,West,33378,234,474.9,5002.5,71.17
2021-01-19,South,120148,969,1529.1,11435.1,145.53
2021-01-19,East,175193,1121,2140.9,13262.7,162.08
2021-01-19,South Bay,137091,804,1929.9,8734.4,122.96
2021-01-20,Antelope Valley,44392,98,555.1,11174.2,139.74
2021-01-20,San Fernando,238047,1226,3102.1,10587.8,137.98
2021-01-20,San Gabriel,167354,920,2079.3,9223.4,114.6
2021-01-20,Metro,99458,566,1286.1,8345.4,107.92
2021-01-20,West,33629,251,466.6,5040.2,69.94
2021-01-20,South,120673,525,1480.5,11485.0,140.91
2021-01-20,East,176180,987,2085.0,13337.4,157.84
2021-01-20,South Bay,138590,1499,1915.5,8829.9,122.04
2021-01-21,Antelope Valley,44940,548,549.1,11312.1,138.21
2021-01-21,San Fernando,239504,1457,2859.1,10652.6,127.17
2021-01-21,San Gabriel,168636,1282,1974.3,9294.0,108.81
2021-01-21,Metro,100166,708,1198.4,8404.8,100.55
2021-01-21,West,33915,286,436.8,5083.0,65.46
2021-01-21,South,121426,753,1382.4,11556.7,131.57
2021-01-21,East,177427,1247,1960.5,13431.8,148.42
2021-01-21,South Bay,140081,1491,1830.1,8924.9,116.6
2021-01-22,Antelope Valley,45392,452,532.4,11425.9,134.02
2021-01-22,San Fernando,241924,2420,2739.8,10760.3,121.86
2021-01-22,San Gabriel,169802,1166,1846.0,9358.3,101.74
2021-01-22,Metro,100906,740,1129.4,8466.9,94.76
2021-01-22,West,34296,381,419.5,5140.1,62.87
