Date,Region,Cases,New cases,"New cases, 14-day avg",Cases per 100k,"New cases, 14-day avg per 100k"
2020-07-31,East,33648,464,472.8,2547.3,35.79
2020-07-31,South Bay,25305,390,376.6,1612.2,24.0
2020-08-01,Antelope Valley,5379,121,91.6,1354.0,23.07
2020-08-01,San Fernando,38909,607,550.9,1730.6,24.5
2020-08-01,San Gabriel,30215,432,483.9,1665.2,26.67
2020-08-01,Metro,20869,295,265.4,1751.1,22.27
2020-08-01,West,6096,87,74.9,913.6,11.23
2020-08-01,South,25234,415,368.2,2401.6,35.04
2020-08-01,East,34159,511,472.9,2586.0,35.8
2020-08-01,South Bay,25615,310,371.4,1632.0,23.66
2020-08-02,Antelope Valley,5480,101,92.1,1379.4,23.18
2020-08-02,San Fernando,39168,259,533.2,1742.1,23.72
2020-08-02,San Gabriel,30499,284,465.5,1680.9,25.66
2020-08-02,Metro,20982,113,254.5,1760.6,21.35
2020-08-02,West,6147,51,71.4,921.3,10.71
2020-08-02,South,25418,184,355.3,2419.2,33.81
2020-08-02,East,34375,216,453.0,2602.3,34.29
2020-08-02,South Bay,25839,224,360.9,1646.3,23.0
2020-08-03,Antelope Valley,5503,23,87.9,1385.2,22.12
2020-08-03,San Fernando,39605,437,515.6,1761.5,22.93
2020-08-03,San Gabriel,30719,220,441.6,1693.0,24.34
2020-08-03,Metro,21155,173,240.6,1775.1,20.19
2020-08-03,West,6185,38,70.0,927.0,10.49
2020-08-03,South,25655,237,341.9,2441.7,32.54
2020-08-03,East,34677,302,428.4,2625.2,32.43
2020-08-03,South Bay,25993,154,352.4,1656.1,22.45
2020-08-04,Antelope Valley,5606,103,89.2,1411.1,22.46
2020-08-04,San Fernando,40015,410,513.6,1779.8,22.84
2020-08-04,San Gabriel,31033,314,428.1,1710.3,23.6
2020-08-04,Metro,21328,173,237.6,1789.6,19.94
2020-08-04,West,6240,55,67.9,935.2,10.18
2020-08-04,South,25911,256,333.6,2466.1,31.75
2020-08-04,East,34942,265,415.8,2645.2,31.48
2020-08-04,South Bay,26258,265,347.0,1673.0,22.11
2020-08-05,Antelope Valley,5712,106,89.9,1437.8,22.64
2020-08-05,San Fernando,40520,505,511.1,1802.2,22.73
2020-08-05,San Gabriel,31509,476,420.4,1736.6,23.17
2020-08-05,Metro,21539,211,230.3,1807.3,19.32
2020-08-05,West,6298,58,63.3,943.9,9.48
2020-08-05,South,26190,279,324.3,2492.6,30.86
2020-08-05,East,35399,457,405.7,2679.8,30.71
2020-08-05,South Bay,26475,217,317.1,1686.8,20.21
2020-08-06,Antelope Valley,5857,145,95.1,1474.3,23.95
2020-08-06,San Fernando,41313,793,539.0,1837.5,23.97
2020-08-06,San Gabriel,32002,493,437.6,1763.7,24.12
2020-08-06,Metro,21840,301,242.9,1832.6,20.38
2020-08-06,West,6388,90,66.5,957.4,9.97
2020-08-06,South,26597,407,337.4,2531.4,32.11
2020-08-06,East,35973,574,425.8,2723.3,32.23
2020-08-06,South Bay,27087,612,334.1,1725.8,21.28
2020-08-07,Antelope Valley,6005,148,101.2,1511.6,25.48
2020-08-07,San Fernando,41958,645,560.8,1866.2,24.94
2020-08-07,San Gabriel,32451,449,446.4,1788.5,24.6
2020-08-07,Metro,22109,269,246.1,1855.1,20.65
2020-08-07,West,6460,72,67.8,968.2,10.16
2020-08-07,South,26950,353,345.6,2565.0,32.9
2020-08-07,East,36575,602,445.6,2768.9,33.74
2020-08-07,South Bay,27516,429,342.9,1753.1,21.84
2020-08-08,Antelope Valley,6090,85,102.4,1533.0,25.77
2020-08-08,San Fernando,42445,487,535.7,1887.9,23.83
2020-08-08,San Gabriel,32941,490,436.7,1815.5,24.07
2020-08-08,Metro,22329,220,235.6,1873.6,19.77
2020-08-08,West,6536,76,66.9,979.6,10.03
2020-08-08,South,27302,352,332.9,2598.5,31.69
2020-08-08,East,37040,465,435.1,2804.1,32.94
2020-08-08,South Bay,27894,378,338.1,1777.2,21.54
2020-08-09,Antelope Valley,6199,109,104.9,1560.4,26.39
2020-08-09,San Fernando,42834,389,542.4,1905.2,24.13
2020-08-09,San Gabriel,33269,328,433.1,1833.5,23.87
2020-08-09,Metro,22497,168,239.9,1887.7,20.13
2020-08-09,West,6589,53,67.9,987.5,10.18
2020-08-09,South,27515,213,333.5,2618.7,31.74
2020-08-09,East,37357,317,437.1,2828.1,33.09
2020-08-09,South Bay,28034,140,332.1,1786.1,21.16
2020-08-10,Antelope Valley,6266,67,106.6,1577.3,26.84
2020-08-10,San Fernando,43271,437,540.4,1924.6,24.04
2020-08-10,San Gabriel,33607,338,428.9,1852.2,23.64
2020-08-10,Metro,22627,130,232.3,1898.6,19.49
2020-08-10,West,6643,54,68.3,995.6,10.23
2020-08-10,South,27735,220,330.4,2639.7,31.45
2020-08-10,East,37748,391,441.8,2857.7,33.44
2020-08-10,South Bay,28216,182,331.4,1797.7,21.11
2020-08-11,Antelope Valley,6334,68,100.4,1594.4,25.26
2020-08-11,San Fernando,43496,225,531.4,1934.6,23.63
2020-08-11,San Gabriel,33885,278,407.0,1867.5,22.43
2020-08-11,Metro,22729,102,226.7,1907.2,19.02
2020-08-11,West,6680,37,66.4,1001.2,9.96
2020-08-11,South,27916,181,315.8,2656.9,30.05
2020-08-11,East,38018,270,425.3,2878.1,32.2
2020-08-11,South Bay,28455,239,324.6,1812.9,20.68
2020-08-12,Antelope Valley,6438,104,99.1,1620.6,24.94
2020-08-12,San Fernando,44013,517,477.4,1957.6,21.23
2020-08-12,San Gabriel,34237,352,383.9,1886.9,21.16
2020-08-12,Metro,22876,147,199.8,1919.5,16.76
2020-08-12,West,6728,48,62.2,1008.4,9.32
2020-08-12,South,28189,273,290.1,2682.9,27.61
2020-08-12,East,38418,400,405.1,2908.4,30.67
2020-08-12,South Bay,28979,524,315.0,1846.3,20.07
2020-08-13,Antelope Valley,6512,74,97.2,1639.2,24.47
2020-08-13,San Fernando,44367,354,468.0,1973.3,20.82
2020-08-13,San Gabriel,34594,357,376.3,1906.6,20.74
2020-08-13,Metro,23040,164,192.4,1933.3,16.15
2020-08-13,West,6781,53,60.1,1016.3,9.01
2020-08-13,South,28450,261,284.8,2707.7,27.1
2020-08-13,East,38863,445,405.6,2942.1,30.71
2020-08-13,South Bay,29210,231,306.8,1861.0,19.55
2020-08-14,Antelope Valley,6590,78,95.1,1658.8,23.95
2020-08-14,San Fernando,44899,532,471.2,1997.0,20.96
2020-08-14,San Gabriel,35060,466,376.9,1932.3,20.77
2020-08-14,Metro,23241,201,190.5,1950.1,15.98
2020-08-14,West,6860,79,60.8,1028.1,9.11
2020-08-14,South,28784,334,283.2,2739.5,26.95
2020-08-14,East,39309,446,404.4,2975.8,30.61
2020-08-14,South Bay,29589,379,306.0,1885.2,19.5
2020-08-15,Antelope Valley,6683,93,93.1,1682.2,23.45
2020-08-15,San Fernando,45273,374,454.6,2013.6,20.22
2020-08-15,San Gabriel,35438,378,373.1,1953.1,20.56
2020-08-15,Metro,23390,149,180.1,1962.6,15.11
2020-08-15,West,6915,55,58.5,1036.4,8.77
2020-08-15,South,29067,283,273.8,2766.4,26.06
2020-08-15,East,39670,361,393.6,3003.2,29.8
2020-08-15,South Bay,29914,325,307.1,1905.9,19.56
2020-08-16,Antelope Valley,6719,36,88.5,1691.3,22.28
2020-08-16,San Fernando,45503,230,452.5,2023.9,20.13
2020-08-16,San Gabriel,35678,240,369.9,1966.3,20.39
2020-08-16,Metro,23526,136,181.7,1974.0,15.25
2020-08-16,West,6933,18,56.1,1039.1,8.41
2020-08-16,South,29206,139,270.6,2779.7,25.75
2020-08-16,East,39852,182,391.2,3016.9,29.62
2020-08-16,South Bay,30092,178,303.8,1917.2,19.35
2020-08-17,Antelope Valley,6773,54,90.7,1704.9,22.83
2020-08-17,San Fernando,45708,205,435.9,2033.0,19.39
2020-08-17,San Gabriel,35909,231,370.7,1979.0,20.43
2020-08-17,Metro,23663,137,179.1,1985.5,15.03
2020-08-17,West,6979,46,56.7,1046.0,8.5
2020-08-17,South,29350,144,263.9,2793.4,25.12
2020-08-17,East,40031,179,382.4,3030.5,28.95
2020-08-17,South Bay,30226,134,302.4,1925.8,19.26
2020-08-18,Antelope Valley,6818,45,86.6,1716.2,21.79
2020-08-18,San Fernando,45879,171,418.9,2040.6,18.63
2020-08-18,San Gabriel,36064,155,359.4,1987.6,19.81
2020-08-18,Metro,23724,61,171.1,1990.6,14.36
2020-08-18,West,7006,27,54.7,1050.0,8.2
2020-08-18,South,29447,97,252.6,2802.6,24.04
2020-08-18,East,40197,166,375.4,3043.0,28.42
2020-08-18,South Bay,30400,174,295.9,1936.8,18.85
2020-08-19,Antelope Valley,6869,51,82.6,1729.0,20.8
2020-08-19,San Fernando,46283,404,411.6,2058.6,18.31
2020-08-19,San Gabriel,36360,296,346.5,2003.9,19.1
2020-08-19,Metro,23913,189,169.6,2006.5,14.23
2020-08-19,West,7053,47,53.9,1057.1,8.08
2020-08-19,South,29691,244,250.1,2825.8,23.8
2020-08-19,East,40505,308,364.7,3066.4,27.61
2020-08-19,South Bay,30670,270,299.6,1954.1,19.09
2020-08-20,Antelope Valley,6946,77,77.8,1748.4,19.58
2020-08-20,San Fernando,46603,320,377.9,2072.8,16.81
2020-08-20,San Gabriel,36593,233,327.9,2016.7,18.07
2020-08-20,Metro,24020,107,155.7,2015.5,13.07
2020-08-20,West,7096,43,50.6,1063.5,7.58
2020-08-20,South,29881,190,234.6,2843.9,22.33
2020-08-20,East,40756,251,341.6,3085.4,25.86
2020-08-20,South Bay,30942,272,275.4,1971.4,17.54
2020-08-21,Antelope Valley,7020,74,72.5,1767.1,18.25
2020-08-21,San Fernando,46991,388,359.5,2090.1,15.99
2020-08-21,San Gabriel,36841,248,313.6,2030.4,17.28
2020-08-21,Metro,24150,130,145.8,2026.4,12.23
2020-08-21,West,7157,61,49.8,1072.7,7.46
2020-08-21,South,30121,240,226.5,2866.8,21.56
2020-08-21,East,41035,279,318.6,3106.5,24.12
2020-08-21,South Bay,31204,262,263.4,1988.1,16.78
2020-08-22,Antelope Valley,7098,78,72.0,1786.7,18.12
2020-08-22,San Fernando,47362,371,351.2,2106.6,15.62
2020-08-22,San Gabriel,37104,263,297.4,2044.9,16.39
2020-08-22,Metro,24276,126,139.1,2037.0,11.67
2020-08-22,West,7208,51,48.0,1080.3,7.19
2020-08-22,South,30329,208,216.2,2886.6,20.58
2020-08-22,East,41287,252,303.4,3125.6,22.97
2020-08-22,South Bay,31437,233,253.1,2002.9,16.12
2020-08-23,Antelope Valley,7138,40,67.1,1796.8,16.88
2020-08-23,San Fernando,47596,234,340.1,2117.0,15.13
2020-08-23,San Gabriel,37261,157,285.1,2053.6,15.72
2020-08-23,Metro,24343,67,131.9,2042.6,11.06
2020-08-23,West,7238,30,46.4,1084.8,6.95
2020-08-23,South,30468,139,210.9,2899.8,20.08
2020-08-23,East,41430,143,290.9,3136.4,22.02
2020-08-23,South Bay,31609,172,255.4,2013.9,16.27
2020-08-24,Antelope Valley,7187,49,65.8,1809.1,16.56
2020-08-24,San Fernando,47848,252,326.9,2128.2,14.54
2020-08-24,San Gabriel,37465,204,275.6,2064.8,15.19
2020-08-24,Metro,24466,123,131.4,2052.9,11.02
2020-08-24,West,7271,33,44.9,1089.7,6.72
2020-08-24,South,30632,164,206.9,2915.4,19.69
2020-08-24,East,41648,218,278.6,3152.9,21.09
2020-08-24,South Bay,31721,112,250.4,2021.0,15.95
2020-08-25,Antelope Valley,7251,64,65.5,1825.2,16.49
2020-08-25,San Fernando,48086,238,327.9,2138.8,14.58
2020-08-25,San Gabriel,37611,146,266.1,2072.8,14.67
2020-08-25,Metro,24529,63,128.6,2058.2,10.79
2020-08-25,West,7306,35,44.7,1095.0,6.7
2020-08-25,South,30715,83,199.9,2923.3,19.03
2020-08-25,East,41778,130,268.6,3162.7,20.33
2020-08-25,South Bay,31875,154,244.3,2030.8,15.56
2020-08-26,Antelope Valley,7296,45,61.3,1836.5,15.43
2020-08-26,San Fernando,48447,361,316.7,2154.8,14.09
2020-08-26,San Gabriel,37858,247,258.6,2086.5,14.25
2020-08-26,Metro,24682,153,129.0,2071.0,10.82
2020-08-26,West,7366,60,45.6,1104.0,6.83
2020-08-26,South,30931,216,195.9,2943.9,18.64
2020-08-26,East,42022,244,257.4,3181.2,19.49
2020-08-26,South Bay,32092,217,222.4,2044.6,14.17
2020-08-27,Antelope Valley,7361,65,60.6,1852.9,15.26
2020-08-27,San Fernando,48833,386,319.0,2172.0,14.19
2020-08-27,San Gabriel,38099,241,250.4,2099.7,13.8
2020-08-27,Metro,24853,171,129.5,2085.4,10.87
2020-08-27,West,7414,48,45.2,1111.2,6.78
2020-08-27,South,31157,226,193.4,2965.4,18.4
2020-08-27,East,42279,257,244.0,3200.7,18.47
2020-08-27,South Bay,32264,172,218.1,2055.6,13.9
2020-08-28,Antelope Valley,7412,51,58.7,1865.7,14.78
2020-08-28,San Fernando,49239,406,310.0,2190.0,13.79
2020-08-28,San Gabriel,38294,195,231.0,2110.5,12.73
2020-08-28,Metro,24967,114,123.3,2094.9,10.34
2020-08-28,West,7446,32,41.9,1116.0,6.27
2020-08-28,South,31362,205,184.1,2984.9,17.53
2020-08-28,East,42501,222,228.0,3217.5,17.26
2020-08-28,South Bay,32466,202,205.5,2068.5,13.09
2020-08-29,Antelope Valley,7458,46,55.4,1877.3,13.93
2020-08-29,San Fernando,49529,290,304.0,2202.9,13.52
2020-08-29,San Gabriel,38467,173,216.4,2120.0,11.92
2020-08-29,Metro,25085,118,121.1,2104.8,10.16
2020-08-29,West,7485,39,40.7,1121.8,6.1
2020-08-29,South,31541,179,176.7,3001.9,16.82
2020-08-29,East,42677,176,214.8,3230.8,16.26
2020-08-29,South Bay,32686,220,198.0,2082.5,12.62
2020-08-30,Antelope Valley,7481,23,54.4,1883.1,13.7
2020-08-30,San Fernando,49762,233,304.2,2213.3,13.53
2020-08-30,San Gabriel,38599,132,208.6,2127.3,11.5
2020-08-30,Metro,25191,106,118.9,2113.7,9.98
2020-08-30,West,7519,34,41.9,1126.9,6.27
2020-08-30,South,31682,141,176.9,3015.3,16.83
2020-08-30,East,42832,155,212.9,3242.5,16.11
2020-08-30,South Bay,32809,123,194.1,2090.3,12.36
2020-08-31,Antelope Valley,7515,34,53.0,1891.7,13.34
2020-08-31,San Fernando,50003,241,306.8,2224.0,13.65
2020-08-31,San Gabriel,38795,196,206.1,2138.1,11.36
2020-08-31,Metro,25273,82,115.0,2120.6,9.65
2020-08-31,West,7550,31,40.8,1131.6,6.11
2020-08-31,South,31797,115,174.8,3026.3,16.64
2020-08-31,East,43038,206,214.8,3258.1,16.26
2020-08-31,South Bay,32891,82,190.4,2095.6,12.13
2020-09-01,Antelope Valley,7564,49,53.3,1904.0,13.41
2020-09-01,San Fernando,50178,175,307.1,2231.8,13.66
2020-09-01,San Gabriel,38950,155,206.1,2146.6,11.36
2020-09-01,Metro,25339,66,115.4,2126.2,9.68
2020-09-01,West,7565,15,39.9,1133.8,5.98
2020-09-01,South,31884,87,174.1,3034.6,16.57
2020-09-01,East,43159,121,211.6,3267.3,16.02
2020-09-01,South Bay,32991,100,185.1,2101.9,11.79
2020-09-02,Antelope Valley,7601,37,52.3,1913.3,13.16
2020-09-02,San Fernando,50515,337,302.3,2246.8,13.45
2020-09-02,San Gabriel,39172,222,200.9,2158.9,11.07
2020-09-02,Metro,25436,97,108.8,2134.3,9.13
2020-09-02,West,7617,52,40.3,1141.6,6.04
2020-09-02,South,32063,179,169.4,3051.6,16.13
2020-09-02,East,43384,225,205.6,3284.3,15.57
2020-09-02,South Bay,33237,246,183.4,2117.6,11.68
2020-09-03,Antelope Valley,7650,49,50.3,1925.6,12.66
2020-09-03,San Fernando,50752,237,296.4,2257.3,13.18
2020-09-03,San Gabriel,39330,158,195.5,2167.6,10.77
2020-09-03,Metro,25539,103,108.5,2142.9,9.1
2020-09-03,West,7657,40,40.1,1147.6,6.01
2020-09-03,South,32191,128,165.0,3063.8,15.7
2020-09-03,East,43525,141,197.8,3295.0,14.97
2020-09-03,South Bay,33401,164,175.6,2128.0,11.19
2020-09-04,Antelope Valley,7690,40,47.9,1935.7,12.05
2020-09-04,San Fernando,51123,371,295.1,2273.8,13.13
2020-09-04,San Gabriel,39606,276,197.5,2182.8,10.88
2020-09-04,Metro,25674,135,108.9,2154.3,9.13
2020-09-04,West,7707,50,39.3,1155.1,5.89
2020-09-04,South,32386,195,161.8,3082.3,15.4
2020-09-04,East,43787,262,196.6,3314.8,14.88
2020-09-04,South Bay,33594,193,170.7,2140.3,10.88
2020-09-05,Antelope Valley,7741,51,45.9,1948.5,11.56
2020-09-05,San Fernando,51402,279,288.6,2286.2,12.84
2020-09-05,San Gabriel,39810,204,193.3,2194.0,10.65
2020-09-05,Metro,25762,88,106.1,2161.7,8.91
2020-09-05,West,7736,29,37.7,1159.4,5.65
2020-09-05,South,32542,156,158.1,3097.2,15.04
2020-09-05,East,43974,187,191.9,3329.0,14.53
2020-09-05,South Bay,33713,119,162.6,2147.9,10.36
2020-09-06,Antelope Valley,7760,19,44.4,1953.3,11.18
2020-09-06,San Fernando,51571,169,283.9,2293.8,12.63
2020-09-06,San Gabriel,39932,122,190.8,2200.8,10.51
2020-09-06,Metro,25831,69,106.3,2167.4,8.92
2020-09-06,West,7752,16,36.7,1161.8,5.5
2020-09-06,South,32647,105,155.6,3107.2,14.81
2020-09-06,East,44097,123,190.5,3338.3,14.42
2020-09-06,South Bay,33892,179,163.1,2159.3,10.39
2020-09-07,Antelope Valley,7787,27,42.9,1960.1,10.79
2020-09-07,San Fernando,51692,121,274.6,2299.1,12.21
2020-09-07,San Gabriel,40024,92,182.8,2205.8,10.07
2020-09-07,Metro,25877,46,100.8,2171.3,8.46
2020-09-07,West,7761,9,35.0,1163.2,5.25
2020-09-07,South,32736,89,150.3,3115.6,14.3
2020-09-07,East,44210,113,183.0,3346.8,13.85
2020-09-07,South Bay,33903,11,155.9,2160.0,9.93
2020-09-08,Antelope Valley,7820,33,40.6,1968.4,10.23
2020-09-08,San Fernando,51791,99,264.6,2303.6,11.77
2020-09-08,San Gabriel,40115,91,178.9,2210.9,9.86
2020-09-08,Metro,25907,30,98.4,2173.8,8.26
2020-09-08,West,7761,0,32.5,1163.2,4.87
2020-09-08,South,32803,67,149.1,3122.0,14.19
2020-09-08,East,44293,83,179.6,3353.1,13.6
2020-09-08,South Bay,33943,40,147.7,2162.6,9.41
2020-09-09,Antelope Valley,7859,39,40.2,1978.2,10.12
2020-09-09,San Fernando,51960,169,250.9,2311.1,11.16
2020-09-09,San Gabriel,40226,111,169.1,2217.0,9.32
2020-09-09,Metro,25950,43,90.6,2177.4,7.6
2020-09-09,West,7776,15,29.3,1165.4,4.39
2020-09-09,South,32888,85,139.8,3130.1,13.3
2020-09-09,East,44387,94,168.9,3360.2,12.79
2020-09-09,South Bay,34026,83,138.1,2167.9,8.8
2020-09-10,Antelope Valley,7876,17,36.8,1982.5,9.26
2020-09-10,San Fernando,52285,325,246.6,2325.5,10.97
2020-09-10,San Gabriel,40366,140,161.9,2224.7,8.92
2020-09-10,Metro,26057,107,86.0,2186.4,7.22
2020-09-10,West,7819,43,28.9,1171.9,4.34
2020-09-10,South,33037,149,134.3,3144.3,12.78
2020-09-10,East,44614,227,166.8,3377.4,12.63
2020-09-10,South Bay,34181,155,136.9,2177.7,8.72
2020-09-11,Antelope Valley,7920,44,36.3,1993.6,9.13
2020-09-11,San Fernando,52554,269,236.8,2337.5,10.53
2020-09-11,San Gabriel,40528,162,159.6,2233.6,8.79
2020-09-11,Metro,26135,78,83.4,2193.0,7.0
2020-09-11,West,7853,34,29.1,1177.0,4.36
2020-09-11,South,33159,122,128.4,3155.9,12.22
2020-09-11,East,44792,178,163.6,3390.9,12.39
2020-09-11,South Bay,34324,143,132.7,2186.9,8.46
2020-09-12,Antelope Valley,7975,55,36.9,2007.4,9.3
2020-09-12,San Fernando,52821,267,235.1,2349.4,10.46
2020-09-12,San Gabriel,40690,162,158.8,2242.5,8.75
2020-09-12,Metro,26234,99,82.1,2201.3,6.89
2020-09-12,West,7898,45,29.5,1183.7,4.42
2020-09-12,South,33314,155,126.6,3170.7,12.05
2020-09-12,East,44953,161,162.6,3403.1,12.31
2020-09-12,South Bay,34455,131,126.4,2195.2,8.05
2020-09-13,Antelope Valley,8030,55,39.2,2021.3,9.87
2020-09-13,San Fernando,53059,238,235.5,2359.9,10.47
2020-09-13,San Gabriel,40797,107,157.0,2248.4,8.65
2020-09-13,Metro,26299,65,79.1,2206.7,6.64
2020-09-13,West,7916,18,28.4,1186.4,4.25
2020-09-13,South,33398,84,122.6,3178.6,11.67
2020-09-13,East,45062,109,159.3,3411.3,12.06
2020-09-13,South Bay,34554,99,124.6,2201.5,7.94
2020-09-14,Antelope Valley,8037,7,37.3,2023.0,9.39
2020-09-14,San Fernando,53277,218,233.9,2369.6,10.4
2020-09-14,San Gabriel,40872,75,148.4,2252.6,8.18
2020-09-14,Metro,26352,53,77.1,2211.2,6.47
2020-09-14,West,7929,13,27.1,1188.4,4.06
2020-09-14,South,33501,103,121.7,3188.5,11.58
2020-09-14,East,45182,120,153.1,3420.4,11.59
2020-09-14,South Bay,34614,60,123.1,2205.3,7.84
2020-09-15,Antelope Valley,8070,33,36.1,2031.4,9.1
2020-09-15,San Fernando,53364,87,227.6,2373.5,10.12
2020-09-15,San Gabriel,40939,67,142.1,2256.3,7.83
2020-09-15,Metro,26408,56,76.4,2215.9,6.41
2020-09-15,West,7944,15,27.1,1190.6,4.06
2020-09-15,South,33560,59,119.7,3194.1,11.39
2020-09-15,East,45250,68,149.4,3425.6,11.31
2020-09-15,South Bay,34660,46,119.2,2208.3,7.6
2020-09-16,Antelope Valley,8128,58,37.6,2046.0,9.48
2020-09-16,San Fernando,53703,339,227.7,2388.6,10.13
2020-09-16,San Gabriel,41052,113,134.3,2262.5,7.4
2020-09-16,Metro,26501,93,76.1,2223.7,6.38
2020-09-16,West,7989,45,26.6,1197.4,3.98
2020-09-16,South,33688,128,116.1,3206.2,11.05
2020-09-16,East,45403,153,144.2,3437.2,10.92
2020-09-16,South Bay,34815,155,112.7,2218.1,7.18
2020-09-17,Antelope Valley,8205,77,39.6,2065.3,9.98
2020-09-17,San Fernando,53987,284,231.1,2401.2,10.28
2020-09-17,San Gabriel,41207,155,134.1,2271.0,7.39
2020-09-17,Metro,26570,69,73.6,2229.5,6.18
2020-09-17,West,8023,34,26.1,1202.5,3.92
2020-09-17,South,33832,144,117.2,3220.0,11.16
2020-09-17,East,45623,220,149.9,3453.8,11.34
2020-09-17,South Bay,34950,135,110.6,2226.7,7.05
2020-09-18,Antelope Valley,8254,49,40.3,2077.7,10.14
2020-09-18,San Fernando,54294,307,226.5,2414.9,10.07
2020-09-18,San Gabriel,41393,186,127.6,2281.3,7.03
2020-09-18,Metro,26685,115,72.2,2239.1,6.06
2020-09-18,West,8061,38,25.3,1208.1,3.79
2020-09-18,South,33955,123,112.1,3231.7,10.67
2020-09-18,East,45862,239,148.2,3471.9,11.22
2020-09-18,South Bay,35115,165,108.6,2237.3,6.92
2020-09-19,Antelope Valley,8300,46,39.9,2089.2,10.05
2020-09-19,San Fernando,54623,329,230.1,2429.5,10.23
2020-09-19,San Gabriel,41597,204,127.6,2292.5,7.03
2020-09-19,Metro,26814,129,75.1,2249.9,6.31
2020-09-19,West,8110,49,26.7,1215.5,4.0
2020-09-19,South,34086,131,110.3,3244.1,10.5
2020-09-19,East,46098,236,151.7,3489.8,11.49
2020-09-19,South Bay,35263,148,110.7,2246.7,7.05
2020-09-20,Antelope Valley,8344,44,41.7,2100.3,10.5
2020-09-20,San Fernando,54871,248,235.7,2440.5,10.48
2020-09-20,San Gabriel,41736,139,128.9,2300.2,7.1
2020-09-20,Metro,26901,87,76.4,2257.2,6.41
2020-09-20,West,8127,17,26.8,1218.0,4.01
2020-09-20,South,34191,105,110.3,3254.1,10.5
2020-09-20,East,46268,170,155.1,3502.6,11.74
2020-09-20,South Bay,35407,144,108.2,2255.9,6.89
2020-09-21,Antelope Valley,8369,25,41.6,2106.6,10.46
2020-09-21,San Fernando,55069,198,241.2,2449.3,10.73
2020-09-21,San Gabriel,41842,106,129.9,2306.0,7.16
2020-09-21,Metro,26955,54,77.0,2261.8,6.46
2020-09-21,West,8142,15,27.2,1220.3,4.08
2020-09-21,South,34251,60,108.2,3259.8,10.3
2020-09-21,East,46402,134,156.6,3512.8,11.85
2020-09-21,South Bay,35449,42,110.4,2258.5,7.04
2020-09-22,Antelope Valley,8412,43,42.3,2117.4,10.64
2020-09-22,San Fernando,55234,165,245.9,2456.7,10.94
2020-09-22,San Gabriel,41987,145,133.7,2314.0,7.37
2020-09-22,Metro,26992,37,77.5,2264.9,6.5
2020-09-22,West,8154,12,28.1,1222.1,4.21
2020-09-22,South,34317,66,108.1,3266.1,10.29
2020-09-22,East,46527,125,159.6,3522.3,12.08
2020-09-22,South Bay,35567,118,116.0,2266.0,7.39
2020-09-23,Antelope Valley,8476,64,44.1,2133.6,11.09
2020-09-23,San Fernando,55622,388,261.6,2473.9,11.63
2020-09-23,San Gabriel,42137,150,136.5,2322.3,7.52
2020-09-23,Metro,27113,121,83.1,2275.0,6.97
2020-09-23,West,8198,44,30.1,1228.7,4.52
2020-09-23,South,34448,131,111.4,3278.6,10.61
2020-09-23,East,46728,201,167.2,3537.5,12.66
2020-09-23,South Bay,35696,129,119.3,2274.3,7.6
2020-09-24,Antelope Valley,8516,40,45.7,2143.6,11.51
2020-09-24,San Fernando,55901,279,258.3,2486.4,11.49
2020-09-24,San Gabriel,42333,196,140.5,2333.1,7.74
2020-09-24,Metro,27189,76,80.9,2281.4,6.78
2020-09-24,West,8227,29,29.1,1233.0,4.37
2020-09-24,South,34568,120,109.4,3290.0,10.41
2020-09-24,East,46938,210,166.0,3553.4,12.57
2020-09-24,South Bay,35847,151,119.0,2283.9,7.58
2020-09-25,Antelope Valley,8565,49,46.1,2156.0,11.6
2020-09-25,San Fernando,56381,480,273.4,2507.7,12.16
2020-09-25,San Gabriel,42566,233,145.6,2345.9,8.02
2020-09-25,Metro,27327,138,85.1,2293.0,7.14
2020-09-25,West,8264,37,29.4,1238.6,4.4
2020-09-25,South,34694,126,109.6,3302.0,10.44
2020-09-25,East,47168,230,169.7,3570.8,12.85
2020-09-25,South Bay,35974,127,117.9,2292.0,7.51
2020-09-26,Antelope Valley,8613,48,45.6,2168.0,11.47
2020-09-26,San Fernando,56730,349,279.2,2523.2,12.42
2020-09-26,San Gabriel,42793,227,150.2,2358.4,8.28
2020-09-26,Metro,27456,129,87.3,2303.8,7.32
2020-09-26,West,8312,48,29.6,1245.8,4.43
2020-09-26,South,34824,130,107.9,3314.4,10.27
2020-09-26,East,47367,199,172.4,3585.8,13.05
2020-09-26,South Bay,36081,107,116.1,2298.8,7.4
2020-09-27,Antelope Valley,8647,34,44.1,2176.6,11.09
2020-09-27,San Fernando,56973,243,279.6,2534.0,12.43
2020-09-27,San Gabriel,42914,121,151.2,2365.1,8.33
2020-09-27,Metro,27519,63,87.1,2309.1,7.31
2020-09-27,West,8330,18,29.6,1248.5,4.43
2020-09-27,South,34901,77,107.4,3321.7,10.22
2020-09-27,East,47513,146,175.1,3596.9,13.25
2020-09-27,South Bay,36176,95,115.9,2304.8,7.38
2020-09-28,Antelope Valley,8671,24,45.3,2182.6,11.4
2020-09-28,San Fernando,57180,207,278.8,2543.2,12.4
2020-09-28,San Gabriel,43028,114,154.0,2371.4,8.49
2020-09-28,Metro,27585,66,88.1,2314.6,7.39
2020-09-28,West,8349,19,30.0,1251.3,4.5
2020-09-28,South,34950,49,103.5,3326.4,9.85
2020-09-28,East,47609,96,173.4,3604.2,13.12
