Date,Age,Cases,Cases per 100k,"New cases, 14-day avg per 100k"
2020-12-03,12 to 17,20040,2785.7437755168708,38.2175926431581
2020-12-03,18 to 29,100097,5876.226867900692,68.30783830976972
2020-12-03,30 to 49,136902,5023.097103230659,58.61417380616045
2020-12-03,50 to 64,75839,4084.41889973438,46.55120255285702
2020-12-03,65 to 79,29596,3177.619662675853,35.75305269871128
2020-12-03,over 80,12254,3633.1184810516893,31.935593447188946
2020-12-04,0 to 4,7575,1440.407079006566,19.04243964891283
2020-12-04,5 to 11,16663,1956.380338277803,27.59941912908947
2020-12-04,12 to 17,20584,2861.3647642334963,41.56374196005711
2020-12-04,18 to 29,102180,5998.510058863829,72.89524009681011
2020-12-04,30 to 49,139810,5129.795079711607,62.82579809887227
2020-12-04,50 to 64,77264,4161.164333246445,49.05168033645814
2020-12-04,65 to 79,30121,3233.987088101749,37.56294554231828
2020-12-04,over 80,12442,3688.8575274396208,33.48154724138311
2020-12-05,0 to 4,7734,1470.641366209476,19.993203397432016
2020-12-05,5 to 11,17086,2006.044197312281,29.561820853856087
2020-12-05,12 to 17,21127,2936.846743779687,44.35385459521621
2020-12-05,18 to 29,104387,6128.07271006673,77.77616850642166
2020-12-05,30 to 49,142666,5234.58511438478,66.43725937787468
2020-12-05,50 to 64,78835,4245.772807665711,52.26767945505895
2020-12-05,65 to 79,30703,3296.474405431028,39.63358566000427
2020-12-05,over 80,12626,3743.4106366703627,35.17574318022602
2020-12-06,0 to 4,7958,1513.2355821431356,22.315783411671738
2020-12-06,5 to 11,17625,2069.327459769926,32.84926305944803
2020-12-06,12 to 17,21803,3030.8169429937293,49.45747699547167
2020-12-06,18 to 29,106825,6271.196291232419,85.49591868004265
2020-12-06,30 to 49,146056,5358.968243776257,73.14126369695174
2020-12-06,50 to 64,80533,4337.22105054535,57.09552502185802
2020-12-06,65 to 79,31298,3360.3574875803774,42.83924332368108
2020-12-06,over 80,12811,3798.260230190402,37.69585963925486
2020-12-07,0 to 4,8125,1544.9910913436763,22.628177214756615
2020-12-07,5 to 11,18107,2125.9184291661873,34.19946253674472
2020-12-07,12 to 17,22282,3097.4023356320818,50.63905494416895
2020-12-07,18 to 29,108831,6388.95917220796,87.60092388762425
2020-12-07,30 to 49,148669,5454.842319616944,74.60629044220745
2020-12-07,50 to 64,81923,4412.08150849747,58.280366802395164
2020-12-07,65 to 79,31822,3416.617546481653,43.866894345051165
2020-12-07,over 80,13011,3857.5570880499045,38.94532914415151
2020-12-08,0 to 4,8285,1575.4155312962903,23.864170087831557
2020-12-08,5 to 11,18544,2177.2260093034615,36.64827152662443
2020-12-08,12 to 17,22804,3169.965122599138,53.84619509063298
2020-12-08,18 to 29,110784,6503.610670984248,92.42314697272157
2020-12-08,30 to 49,151452,5556.95389752151,78.95157549343097
2020-12-08,50 to 64,83383,4490.711917569481,61.35787792067345
2020-12-08,65 to 79,32333,3471.4818405628585,45.78415371327892
2020-12-08,over 80,13168,3904.1051214696136,40.66070253222996
2020-12-09,0 to 4,8445,1605.8399712489042,25.14090997870018
2020-12-09,5 to 11,18941,2223.837243432747,38.64421858001953
2020-12-09,12 to 17,23331,3243.222955418369,56.824963028525275
2020-12-09,18 to 29,112704,6616.324894051566,96.50316702646043
2020-12-09,30 to 49,154211,5658.184886899411,82.74649271548866
2020-12-09,50 to 64,84898,4572.3044310928335,64.27766659413999
2020-12-09,65 to 79,32912,3533.647058318275,48.11554110504388
2020-12-09,over 80,13346,3956.87932496457,42.73609255731253
2020-12-10,0 to 4,8719,1657.9418246677556,27.517819349998142
2020-12-10,5 to 11,19583,2299.2135968609623,41.889729124825855
2020-12-10,12 to 17,24127,3353.8742550846077,62.216532996110324
2020-12-10,18 to 29,115639,6788.625021500825,103.65683014226565
2020-12-10,30 to 49,158329,5809.279201599736,89.07572275089565
2020-12-10,50 to 64,87133,4692.673584706493,69.3170910503207
2020-12-10,65 to 79,33708,3619.110811916396,51.85036235435155
2020-12-10,over 80,13583,4027.14610152808,45.48916095793226
2020-12-11,0 to 4,8952,1702.2474153487497,29.405764507771952
2020-12-11,5 to 11,20270,2379.8733395481645,46.057736206915635
2020-12-11,12 to 17,24944,3467.4447473299815,67.94569666332316
2020-12-11,18 to 29,118871,6978.360630330811,112.53391385631
2020-12-11,30 to 49,162790,5972.958593993652,96.7651475640982
2020-12-11,50 to 64,89673,4829.468953913964,75.85295528776422
2020-12-11,65 to 79,34526,3706.936629056173,55.38578862936355
2020-12-11,over 80,13818,4096.819909512995,47.96692251849003
2020-12-12,0 to 4,9192,1747.8840752776705,31.904914932450954
2020-12-12,5 to 11,20821,2444.565505808206,49.85674467409204
2020-12-12,12 to 17,25628,3562.5270199075035,73.17839900755395
2020-12-12,18 to 29,121393,7126.415458755694,119.94336445749863
2020-12-12,30 to 49,166547,6110.807389605387,103.84654696603181
2020-12-12,50 to 64,91669,4936.966417275424,81.25014041144476
2020-12-12,65 to 79,35277,3787.56888904636,58.90587682942971
2020-12-12,over 80,14081,4174.79527759824,51.92710552553534
2020-12-13,0 to 4,9434,1793.901040705999,33.94226582213492
2020-12-13,5 to 11,21372,2509.2576720682473,52.599075289471024
2020-12-13,12 to 17,26402,3670.1201178241727,77.96428616110092
2020-12-13,18 to 29,124310,7297.6588903636975,127.49957836997285
2020-12-13,30 to 49,170694,6262.965748775431,110.59510487127946
2020-12-13,50 to 64,93964,5060.5669575632755,86.76657909095861
2020-12-13,65 to 79,36180,3884.5208607789014,63.200537814259896
2020-12-13,over 80,14368,4259.886268626626,55.99317577875834
2020-12-14,0 to 4,9553,1816.5292179207559,34.26824196448435
2020-12-14,5 to 11,21702,2548.002526634152,53.504799162440236
2020-12-14,12 to 17,26820,3728.225951065992,78.97706725998428
2020-12-14,18 to 29,125870,7389.239196605893,128.72400370984104
2020-12-14,30 to 49,173111,6351.648351648351,112.27241635064196
2020-12-14,50 to 64,95430,5139.520505302706,89.00546842950607
2020-12-14,65 to 79,36776,3948.511309452871,64.99509258292109
2020-12-14,over 80,14614,4332.821403793813,59.52980980109293
2020-12-15,0 to 4,9787,1861.0249613514536,35.46348781976562
2020-12-15,5 to 11,22241,2611.285789091797,55.249156251121676
2020-12-15,12 to 17,27482,3820.2500218939444,81.3302939309192
2020-12-15,18 to 29,128479,7542.4013882635145,132.23793670576413
2020-12-15,30 to 49,176698,6483.259645196206,115.59821051831545
2020-12-15,50 to 64,97322,5241.4168984289,91.23281710135998
2020-12-15,65 to 79,37578,4034.619262198716,67.5642201363463
2020-12-15,over 80,14853,4403.681148935918,61.81697431853086
2020-12-16,0 to 4,10262,1951.3475174607763,40.7062707758857
2020-12-16,5 to 11,23444,2752.528395282051,63.526466090201374
2020-12-16,12 to 17,28911,4018.8941264455216,91.58718486372833
2020-12-16,18 to 29,133717,7849.899878069041,148.58736958297666
2020-12-16,30 to 49,183794,6743.620319580253,129.65093575634955
2020-12-16,50 to 64,101209,5450.756898471985,102.4618857941779
2020-12-16,65 to 79,38958,4182.785066175357,75.33295509640517
2020-12-16,over 80,15210,4509.526040215129,66.66661019346871
2020-12-17,0 to 4,10516,1999.6463158855508,42.21391043425184
2020-12-17,5 to 11,24133,2833.4229552696524,66.22686504479475
2020-12-17,12 to 17,29729,4132.60362786133,96.20427516746136
2020-12-17,18 to 29,136729,8026.720315505896,153.60667482894314
2020-12-17,30 to 49,188290,6908.583903575556,134.6776285960641
2020-12-17,50 to 64,103662,5582.866757001876,107.03198980482118
2020-12-17,65 to 79,39855,4279.092838760174,78.6766554345944
2020-12-17,over 80,15562,4613.888510047853,70.05500207115453
2020-12-18,0 to 4,10846,2062.396723287817,44.427831734375076
2020-12-18,5 to 11,24924,2926.2931975776246,69.27948994998727
2020-12-18,12 to 17,30687,4265.774413138035,100.31497492175274
2020-12-18,18 to 29,140318,8237.41372518746,159.921690451688
2020-12-18,30 to 49,193414,7096.589554018602,140.4853195933568
2020-12-18,50 to 64,106619,5742.120263594982,112.9254235963241
2020-12-18,65 to 79,40948,4396.444450170659,83.03266871920785
2020-12-18,over 80,15844,4697.49707962975,72.04568229929497
2020-12-19,0 to 4,11098,2110.315216213184,45.69098928597914
2020-12-19,5 to 11,25614,3007.305166215426,71.51864063593892
2020-12-19,12 to 17,31491,4377.537786167753,102.90650302771903
2020-12-19,18 to 29,143237,8408.774567444492,162.90727552698303
2020-12-19,30 to 49,197838,7258.91137243391,144.59473271779495
2020-12-19,50 to 64,109111,5876.330523463099,116.46840827124197
2020-12-19,65 to 79,41915,4500.267879478929,85.98524814627861
2020-12-19,over 80,16185,4798.598222280201,75.37054182927417
2020-12-20,0 to 4,11361,2160.3253893852934,46.220700517296976
2020-12-20,5 to 11,26300,3087.8475002524287,72.7514314630359
2020-12-20,12 to 17,32324,4493.332425140086,104.46539158188266
2020-12-20,18 to 29,146044,8573.560413355932,164.45458015167947
2020-12-20,30 to 49,202082,7414.628776899228,146.83289522306933
2020-12-20,50 to 64,111653,6013.233605559709,119.71518250102557
2020-12-20,65 to 79,42874,4603.232376590233,88.77677778641822
2020-12-20,over 80,16533,4901.774754955735,78.82246605466662
2020-12-21,0 to 4,11610,2207.6734240615488,47.33445233699087
2020-12-21,5 to 11,26861,3153.713753014467,73.41395170344856
2020-12-21,12 to 17,33050,4594.253082875877,106.91791051741399
2020-12-21,18 to 29,148575,8722.143589701442,166.656029820963
2020-12-21,30 to 49,205699,7547.340806105414,149.46417760631928
2020-12-21,50 to 64,113818,6129.8328080534775,122.69652139685768
2020-12-21,65 to 79,43785,4701.04328051974,91.7446952884348
2020-12-21,over 80,16788,4977.3782487266,79.98722576262112
2020-12-22,0 to 4,11814,2246.4645850011316,47.93207526463151
2020-12-22,5 to 11,27393,3216.175154920714,74.21065325837517
2020-12-22,12 to 17,33722,4687.66724540818,108.40729448636012
2020-12-22,18 to 29,151169,8874.42520149135,169.34389503622162
2020-12-22,30 to 49,209371,7682.070850685208,151.79406808312126
2020-12-22,50 to 64,116134,6254.564333677296,125.98945829341544
2020-12-22,65 to 79,44726,4802.07518018787,95.04238140178654
2020-12-22,over 80,17101,5070.177831276721,83.29090784336482
2020-12-23,0 to 4,12110,2302.749798913467,49.77927340461164
2020-12-23,5 to 11,28220,3313.272108635876,77.81677608593778
2020-12-23,12 to 17,34697,4823.201186582279,112.85558794027928
2020-12-23,18 to 29,154794,9087.232002855428,176.4933649145615
2020-12-23,30 to 49,214610,7874.295987818526,158.293650065651
2020-12-23,50 to 64,119299,6425.019980740935,132.3368249748644
2020-12-23,65 to 79,45917,4929.948711011189,99.73583233520812
2020-12-23,over 80,17552,5203.8922457498975,89.07235148466627
2020-12-24,0 to 4,12366,2351.4289028376493,49.534791297849566
2020-12-24,5 to 11,28838,3385.830654459298,77.61550411416682
2020-12-24,12 to 17,35472,4930.933293669384,112.64707418462682
2020-12-24,18 to 29,157564,9249.845751759838,175.8014807327867
2020-12-24,30 to 49,218633,8021.9046396008,158.04467414293313
2020-12-24,50 to 64,121805,6559.98423083303,133.3793318661812
2020-12-24,65 to 79,46844,5029.477479334628,100.74047624415945
2020-12-24,over 80,17869,5297.877765457209,90.76654742350918
2020-12-25,0 to 4,12366,2351.4289028376493,46.37010624920713
2020-12-25,5 to 11,28838,3385.830654459298,71.85409392222381
2020-12-25,12 to 17,35472,4930.933293669384,104.53489616710014
2020-12-25,18 to 29,157564,9249.845751759838,162.2489372449306
2020-12-25,30 to 49,218633,8021.9046396008,146.3532889719391
2020-12-25,50 to 64,121805,6559.98423083303,123.60823406564764
2020-12-25,65 to 79,46844,5029.477479334628,94.46720359131822
2020-12-25,over 80,17869,5297.877765457209,85.7898468531581
2020-12-26,0 to 4,13019,2475.598648394255,51.979612365470324
2020-12-26,5 to 11,30372,3565.9355238656563,80.09785843267503
2020-12-26,12 to 17,37436,5203.947304403671,117.2443060354406
2020-12-26,18 to 29,164099,9633.485047460319,179.07639919318757
2020-12-26,30 to 49,227875,8361.00460474417,160.72837250991319
2020-12-26,50 to 64,127168,6848.816343061243,136.5607089847014
2020-12-26,65 to 79,49038,5265.039634352564,105.53362466472886
2020-12-26,over 80,18570,5505.713252254763,95.06556961832307
2020-12-27,0 to 4,13307,2530.36264030896,52.60439997164008
2020-12-27,5 to 11,31107,3652.230881762445,81.64094354958553
2020-12-27,12 to 17,38324,5327.3874477499285,118.37623785183965
2020-12-27,18 to 29,166878,9796.62714428536,178.4977324229759
2020-12-27,30 to 49,231966,8511.108257351996,160.58160775546895
2020-12-27,50 to 64,129485,6973.6017251296325,136.64534054045404
2020-12-27,65 to 79,49933,5361.132673888139,105.47227236494557
2020-12-27,over 80,18849,5588.432368968768,94.89615002443877
2020-12-28,0 to 4,13550,2576.5697584869927,54.28861004044549
2020-12-28,5 to 11,31742,3726.785374639262,84.19877485750783
2020-12-28,12 to 17,39154,5442.765059210956,122.46707915321174
2020-12-28,18 to 29,169929,9975.73708937827,184.7498494837412
2020-12-28,30 to 49,236358,8672.255957731752,165.7576861488142
2020-12-28,50 to 64,132060,7112.282069897048,140.91154032816732
2020-12-28,65 to 79,51094,5485.785208972835,109.8052785371403
2020-12-28,over 80,19256,5709.101474712855,98.30571935136014
2020-12-29,0 to 4,13765,2617.4525996733178,54.03054559441886
2020-12-29,5 to 11,32241,3785.3722910889182,83.86332157122294
2020-12-29,12 to 17,39805,5533.260029164124,122.35785766215568
2020-12-29,18 to 29,172509,10127.196826624979,184.62824559724743
2020-12-29,30 to 49,240150,8811.38894494487,166.29494998204754
2020-12-29,50 to 64,134374,7236.905882631728,142.5349274430591
2020-12-29,65 to 79,51950,5577.690954048201,110.21940656067751
2020-12-29,over 80,19518,5786.780358508802,98.79280068377749
2020-12-30,0 to 4,13917,2646.355817628301,49.64345001196604
2020-12-30,5 to 11,32670,3835.740602024595,77.37230048161028
2020-12-30,12 to 17,40375,5612.495256312059,113.82865213332408
2020-12-30,18 to 29,174748,10258.638048212335,172.0527264388067
2020-12-30,30 to 49,243261,8925.535232713864,155.85106522382935
2020-12-30,50 to 64,136258,7338.371424201363,134.82960898066983
2020-12-30,65 to 79,52677,5655.74641744749,105.2115250908666
2020-12-30,over 80,19794,5868.610022354916,97.07742729569904
2020-12-31,0 to 4,14175,2695.4152270518907,49.697779369024275
2020-12-31,5 to 11,33347,3915.2262582097997,77.2716644957248
2020-12-31,12 to 17,41278,5738.02053721484,114.67263638239358
2020-12-31,18 to 29,177934,10445.673212114665,172.78234975776925
2020-12-31,30 to 49,247848,9093.837714872774,156.0895579498012
2020-12-31,50 to 64,138828,7476.782486745929,135.27969498171802
2020-12-31,65 to 79,53774,5773.527494956457,106.74533258544879
2020-12-31,over 80,20217,5994.022876727762,98.58102619142211
2021-01-01,0 to 4,14516,2760.2573147008993,49.84718510093444
2021-01-01,5 to 11,34372,4035.570124664505,79.23406622049143
2021-01-01,12 to 17,42532,5912.338036940297,117.61168741444729
2021-01-01,18 to 29,182347,10704.739809195955,176.23757742917812
2021-01-01,30 to 49,254250,9328.734704360748,159.43893931015324
2021-01-01,50 to 64,142489,7673.950930316223,137.98790476580294
2021-01-01,65 to 79,55127,5918.794402768339,108.73928232840568
2021-01-01,over 80,20733,6147.008770005277,103.53654931253766
2021-01-02,0 to 4,14796,2813.5000846179737,50.227490600342115
2021-01-02,5 to 11,35210,4133.958573531863,80.47524337974554
2021-01-02,12 to 17,43598,6060.521812623979,120.21314474687324
2021-01-02,18 to 29,185915,10914.20040706272,178.9589885441591
2021-01-02,30 to 49,259430,9518.795061366012,161.4202634951502
2021-01-02,50 to 64,145480,7835.035556024705,139.90750232582903
2021-01-02,65 to 79,56378,6053.109925068902,110.91728897071242
2021-01-02,over 80,21093,6253.743114152381,103.93892084801284
2021-01-03,0 to 4,15036,2859.1367445468945,49.915096797257235
2021-01-03,5 to 11,35886,4213.326821066869,80.3913800581743
2021-01-03,12 to 17,44403,6172.424194824132,119.93512640600329
2021-01-03,18 to 29,188553,11069.065053131253,178.25033141252305
2021-01-03,30 to 49,263102,9653.525105945808,159.92116636046995
2021-01-03,50 to 64,147656,7952.227179408743,138.4995409892167
2021-01-03,65 to 79,57278,6149.739797227581,110.46481575981065
2021-01-03,over 80,21363,6333.793872262709,102.28707980764099
2021-01-04,0 to 4,15174,2885.377824006024,48.407457138891104
2021-01-04,5 to 11,36333,4265.80848770614,79.43533819226236
2021-01-04,12 to 17,44953,6248.879238563368,118.18758254910647
2021-01-04,18 to 29,190437,11179.66588451606,175.53730677247268
2021-01-04,30 to 49,266059,9762.020950668697,158.19143889737737
2021-01-04,50 to 64,149402,8046.260531627736,136.88769454101845
2021-01-04,65 to 79,58011,6228.439459774595,109.0997270896325
2021-01-04,over 80,21645,6417.402441844607,102.85887093700048
2021-01-05,0 to 4,15412,2930.6341784355373,48.869256673886134
2021-01-05,5 to 11,36935,4336.488495126367,80.02238144326093
2021-01-05,12 to 17,45703,6353.136116389598,118.96206221295849
2021-01-05,18 to 29,193020,11331.30173773631,175.49118116035433
2021-01-05,30 to 49,269644,9893.558861839329,157.9634293681515
2021-01-05,50 to 64,151521,8160.382337671291,136.12985742814243
2021-01-05,65 to 79,58869,6320.559937899202,108.46319697938087
2021-01-05,over 80,21905,6494.4883570619595,101.73646612751705
2021-01-06,0 to 4,15616,2969.42533937512,47.61968146154663
2021-01-06,5 to 11,37440,4395.779863477222,77.32198248866754
2021-01-06,12 to 17,46369,6445.7162238992905,115.8939312369294
2021-01-06,18 to 29,195378,11469.72889294086,170.1783492918167
2021-01-06,30 to 49,273279,10026.931332440514,153.7596674729992
2021-01-06,50 to 64,153639,8274.450287270276,132.1021647520957
2021-01-06,65 to 79,59793,6419.766606648779,106.41556397411362
2021-01-06,over 80,22195,6580.468800958237,98.32689680059569
2021-01-07,0 to 4,16007,3043.77506450932,49.4532972622622
2021-01-07,5 to 11,38385,4506.73103791595,80.06431310404655
2021-01-07,12 to 17,47586,6614.890384318654,120.28264933209073
2021-01-07,18 to 29,199631,11719.402638099873,176.39692045285958
2021-01-07,30 to 49,279077,10239.666844007412,158.4115860290437
2021-01-07,50 to 64,157056,8458.477758365521,135.60668053803514
2021-01-07,65 to 79,61115,6561.705152197417,109.44483377591348
2021-01-07,over 80,22677,6723.374228399637,101.82117592445918
2021-01-08,0 to 4,16373,3113.370970900925,54.42443343309109
2021-01-08,5 to 11,39297,4613.807726898087,87.71264803134207
2021-01-08,12 to 17,48769,6779.338232943227,132.028924233846
2021-01-08,18 to 29,203698,11958.157192899238,193.45081722424283
2021-01-08,30 to 49,284766,10448.403016015704,173.3213126010646
2021-01-08,50 to 64,160326,8634.588332108997,148.18600723399763
2021-01-08,65 to 79,62387,6698.275371515017,119.19984944145634
2021-01-08,over 80,23055,6835.445289754096,109.82625173549197
2021-01-09,0 to 4,16641,3164.331907821553,49.19523281623557
2021-01-09,5 to 11,40135,4712.196175765445,81.87576084998496
2021-01-09,12 to 17,49851,6929.746155353869,123.27134649644266
2021-01-09,18 to 29,207600,12187.225369153757,182.4100229781027
2021-01-09,30 to 49,290086,10643.600139426517,163.04253819159612
2021-01-09,50 to 64,163385,8799.335196048229,139.32277521335615
2021-01-09,65 to 79,63602,6828.725698929234,111.69186175547641
2021-01-09,over 80,23457,6954.631974051695,103.49419441406657
2021-01-10,0 to 4,16864,3206.735971005509,48.31238076403918
2021-01-10,5 to 11,40803,4790.625154098853,81.31387659545776
2021-01-10,12 to 17,50756,7055.54945459752,123.44014334625655
2021-01-10,18 to 29,210695,12368.918348525292,183.7350860171381
2021-01-10,30 to 49,294290,10797.849896347392,163.33868849967106
2021-01-10,50 to 64,165926,8936.184421700269,140.18447832647408
2021-01-10,65 to 79,64665,6942.856314601096,112.98026005092547
2021-01-10,over 80,23801,7056.622569570039,104.87072861437645
2021-01-11,0 to 4,17123,3255.9855331788026,48.529698192272136
2021-01-11,5 to 11,41474,4869.40635838286,81.61578455311417
2021-01-11,12 to 17,51574,7169.258956013328,123.32099262874087
2021-01-11,18 to 29,213592,12538.987673643012,183.08932744748157
2021-01-11,30 to 49,298254,10943.293768001615,162.2169864478474
2021-01-11,50 to 64,168339,9066.140022447365,139.56128232502272
2021-01-11,65 to 79,65658,7049.471273549505,111.69186175547641
2021-01-11,over 80,24108,7147.643246384374,102.7529836908228
2021-01-12,0 to 4,17360,3301.051734858612,48.82850965609246
2021-01-12,5 to 11,42104,4943.373808008679,82.71439406569718
2021-01-12,12 to 17,52397,7283.663503281311,125.02881957979912
2021-01-12,18 to 29,216241,12694.498078281202,183.37866083258743
2021-01-12,30 to 49,301830,11074.501458474748,161.65089382356254
2021-01-12,50 to 64,170569,9186.239893838176,139.2381436576035
2021-01-12,65 to 79,66555,7145.779046134322,112.00629229186579
2021-01-12,over 80,24421,7240.442828934495,103.83303360183517
2021-01-13,0 to 4,17614,3349.3505332833865,50.21390826107755
2021-01-13,5 to 11,42730,5016.871623033699,84.36650150065027
2021-01-13,12 to 17,53245,7401.543279810169,127.7891445355793
2021-01-13,18 to 29,218831,12846.544868773053,184.8504871829084
2021-01-13,30 to 49,305583,11212.203489332036,163.3334469012981
2021-01-13,50 to 64,172728,9302.515957664526,140.29603810451167
2021-01-13,65 to 79,67450,7241.872085669897,113.29469058731485
2021-01-13,over 80,24692,7320.79007133412,103.72714635565747
2021-01-14,0 to 4,17967,3416.474453928841,51.50423049121073
2021-01-14,5 to 11,43590,5117.843062205451,85.90120028540366
2021-01-14,12 to 17,54380,7559.318688253864,130.092725074216
2021-01-14,18 to 29,222491,13061.406356495128,186.8380817414616
2021-01-14,30 to 49,310733,11401.16311067897,164.8089568432998
2021-01-14,50 to 64,175943,9475.664426956659,142.77728144362354
2021-01-14,65 to 79,68738,7380.160169381429,114.75947674464084
2021-01-14,over 80,25112,7445.313472839074,103.66361400795087
2021-01-15,0 to 4,18279,3475.802111836438,51.1103426525385
2021-01-15,5 to 11,44359,5208.13031420903,83.75429925318035
2021-01-15,12 to 17,55315,7689.292262610565,126.92530183359052
2021-01-15,18 to 29,225562,13241.690408078322,181.21075706302628
2021-01-15,30 to 49,315126,11562.347502247336,159.54377127761342
2021-01-15,50 to 64,178702,9624.254357524931,139.30738765776476
2021-01-15,65 to 79,69871,7501.806441776745,113.07228850060041
2021-01-15,over 80,25517,7565.389610004566,101.31291714280633
2021-01-16,0 to 4,18559,3529.0448817535125,51.1103426525385
2021-01-16,5 to 11,45101,5295.247532657216,82.9492113660966
2021-01-16,12 to 17,56224,7815.651598535956,125.3664132794269
2021-01-16,18 to 29,228506,13414.51888344821,178.59417688467784
2021-01-16,30 to 49,319468,11721.660643196536,157.3475415593231
2021-01-16,50 to 64,181246,9761.26515251068,137.58782832042675
2021-01-16,65 to 79,71002,7623.2379811228175,112.15200400385109
2021-01-16,over 80,25844,7662.339972604852,100.6140613180336
2021-01-17,0 to 4,18807,3576.202763680064,51.21900136665497
2021-01-17,5 to 11,45704,5366.044948727643,82.33700911862668
2021-01-17,12 to 17,56866,7904.895485955209,123.74794936650542
2021-01-17,18 to 29,230737,13545.490462439453,176.88752923629994
2021-01-17,30 to 49,322519,11833.605459648865,155.72002526450416
2021-01-17,50 to 64,183214,9867.254635424184,136.7876754296744
2021-01-17,65 to 79,71879,7717.39842321522,111.97561614197411
2021-01-17,over 80,26121,7744.466120740262,100.76230346268237
2021-01-18,0 to 4,19027,3618.0363686149085,52.33275318634888
2021-01-18,5 to 11,46246,5429.680437135887,83.1337106735533
2021-01-18,12 to 17,57530,7997.197575124031,124.87988118290448
2021-01-18,18 to 29,232855,13669.828339760588,177.86874680318058
2021-01-18,30 to 49,325433,11940.52358326148,155.60733089948448
2021-01-18,50 to 64,185112,9969.474167217797,137.37240254214728
2021-01-18,65 to 79,72665,7801.788511567132,112.38207512803842
2021-01-18,over 80,26375,7819.77313022183,100.16933488408735
2021-01-19,0 to 4,19192,3649.4115723160417,51.34124242003602
2021-01-19,5 to 11,46628,5474.530541512177,81.2887175989864
2021-01-19,12 to 17,58083,8074.069646374572,122.92382357035522
2021-01-19,18 to 29,234583,13771.271140521174,174.28352877034735
2021-01-19,30 to 49,327850,12029.2061861344,152.5462374496479
2021-01-19,50 to 64,186623,10050.851254962872,135.03349409225578
2021-01-19,65 to 79,73238,7863.309530174825,110.19639944825876
2021-01-19,over 80,26598,7885.889126735175,99.3857692623725
2021-01-20,0 to 4,19282,3666.5253197893867,49.792855743876196
2021-01-20,5 to 11,46851,5500.712670506712,78.9237719306779
2021-01-20,12 to 17,58341,8109.934012346795,118.8726991748217
2021-01-20,18 to 29,235762,13840.484718123449,169.3397017987563
2021-01-20,30 to 49,329529,12090.810691812361,147.4199542408462
2021-01-20,50 to 64,187741,10111.062759991986,131.18660519440792
2021-01-20,65 to 79,73752,7918.4959238298925,107.05209408436524
2021-01-20,over 80,26785,7941.331688833809,97.20449199111223
2021-01-21,0 to 4,19436,3695.8088432437776,46.57384133817553
2021-01-21,5 to 11,47196,5541.218654825613,73.89197263640453
2021-01-21,12 to 17,58793,8172.766157383403,111.27684093319637
2021-01-21,18 to 29,237327,13932.358550988216,158.06827949202452
2021-01-21,30 to 49,331823,12174.980278486122,138.23667389133644
2021-01-21,50 to 64,189266,10193.193837961038,123.90829139967975
2021-01-21,65 to 79,74428,7991.075694473523,102.09789587686471
2021-01-21,over 80,27026,8012.784402554508,92.10072672534797
2021-01-22,0 to 4,19584,3723.9514501999456,43.612891378501494
2021-01-22,5 to 11,47585,5586.890619753301,69.50592091822958
2021-01-22,12 to 17,59272,8239.351550021755,104.28666550560911
2021-01-22,18 to 29,239147,14039.20224160411,148.64607490749088
2021-01-22,30 to 49,334486,12272.688913757362,130.30613555297552
2021-01-22,50 to 64,190953,10284.04965995041,117.81866627438659
2021-01-22,65 to 79,75157,8069.345890922053,97.93360852907401
2021-01-22,over 80,27297,8093.131644954134,89.83473965714556
2021-01-23,0 to 4,19799,3764.8342913862707,42.89302739747983
2021-01-23,5 to 11,48109,5648.41275245795,66.87261262089318
2021-01-23,12 to 17,59923,8329.846519974923,100.00716890150387
2021-01-23,18 to 29,241309,14166.123153203873,141.3498417178654
2021-01-23,30 to 49,337564,12385.624392302188,124.4303037768337
2021-01-23,50 to 64,192889,10388.315736637678,113.49861004210344
2021-01-23,65 to 79,75978,8157.493807635692,94.91200776474706
2021-01-23,over 80,27553,8169.031623014296,86.74283206875724
2021-01-24,0 to 4,19980,3799.251939082665,42.322569148368316
2021-01-24,5 to 11,48517,5696.3154817394325,64.69216626004138
2021-01-24,12 to 17,60427,8399.90714187415,96.02554909118784
2021-01-24,18 to 29,242992,14264.92421436132,135.42899041685897
2021-01-24,30 to 49,339940,12472.802656442056,119.63948286390453
2021-01-24,50 to 64,194450,10472.385646611245,109.72865892221252
2021-01-24,65 to 79,76644,8228.999913033114,91.86739988800137
2021-01-24,over 80,27737,8223.584732245039,83.35444019107142
2021-01-25,0 to 4,20133,3828.345309787352,40.882841186324974
2021-01-25,5 to 11,48852,5735.647379556336,61.87435865524829
2021-01-25,12 to 17,60843,8457.734956775099,92.03400005441216
2021-01-25,18 to 29,244333,14343.648054534899,128.90431292084904
2021-01-25,30 to 49,341889,12544.313783045001,114.35857250309908
2021-01-25,50 to 64,195739,10541.806603661807,105.40475580103151
2021-01-25,65 to 79,77186,8287.192569377565,88.4086639877185
2021-01-25,over 80,27926,8279.620262922268,80.85550118127811
2021-01-26,0 to 4,20228,3846.4098210092166,38.95414901075749
2021-01-26,5 to 11,49097,5764.412498855266,58.6456207747562
2021-01-26,12 to 17,61177,8504.16401970038,87.17860831564772
2021-01-26,18 to 29,245482,14411.100472401746,122.61445672289604
2021-01-26,30 to 49,343601,12607.129097947129,109.47340281945577
2021-01-26,50 to 64,196909,10604.818643808556,101.32705356931278
2021-01-26,65 to 79,77675,8339.694799917113,85.27969669877079
