Date,Age,Cases,Cases per 100k,"New cases, 14-day avg per 100k"
2020-04-25,18 to 40,5914,182.96761467032727,7.045035455444747
2020-04-25,41 to 65,7878,250.1336713323571,9.37559022674323
2020-04-25,over 65,4036,344.2058958478671,13.328658150133322
2020-04-26,0 to 17,383,18.264221772478344,0.9809951269067072
2020-04-26,18 to 40,6021,186.2779857845858,7.113541132709109
2020-04-26,41 to 65,8053,255.6900806346118,9.49352217928088
2020-04-26,over 65,4157,354.5252500098077,13.4809508620864
2020-04-27,0 to 17,442,21.077770296176055,1.175150412440326
2020-04-27,18 to 40,6385,197.5394351826242,7.809647208137307
2020-04-27,41 to 65,8380,266.0726283022534,10.049163109506349
2020-04-27,over 65,4255,362.88307404179255,13.54186794686763
2020-04-28,0 to 17,463,22.079202821559985,1.2398688409515326
2020-04-28,18 to 40,6542,202.39670868672317,7.853844419275607
2020-04-28,41 to 65,8604,273.1848322091394,9.962982067267298
2020-04-28,over 65,4377,373.2877121224268,13.316474733177078
2020-04-29,0 to 17,532,25.369623976392898,1.461273991121449
2020-04-29,18 to 40,7094,219.47451107056165,8.90794790492402
2020-04-29,41 to 65,9188,291.7273638235208,10.811184956672708
2020-04-29,over 65,4637,395.46153098279484,14.126671960767448
2020-04-30,0 to 17,550,26.227994712436267,1.495336321916821
2020-04-30,18 to 40,7298,225.78587282111064,9.15987200841232
2020-04-30,41 to 65,9425,299.25232956428863,11.024369640106155
2020-04-30,over 65,4830,411.9213272906834,14.620100347495418
2020-05-01,0 to 17,609,29.041543236133975,1.6758666751322915
2020-05-01,18 to 40,7718,238.77985289577035,9.81178087270222
2020-05-01,41 to 65,9795,311.00016637476995,11.382701342047476
2020-05-01,over 65,4959,422.9229528021737,14.449532510107971
2020-05-02,0 to 17,634,30.233724813971985,1.7405851036434976
2020-05-02,18 to 40,7917,244.9365244073353,9.913434458320307
2020-05-02,41 to 65,10029,318.42987938464194,11.305591988465167
2020-05-02,over 65,5124,436.9947993866381,14.406890550761108
2020-05-03,0 to 17,669,31.902779022945204,1.84617832910915
2020-05-03,18 to 40,8199,253.66105388603538,10.37750517527244
2020-05-03,41 to 65,10306,327.22488153735367,11.68433498988416
2020-05-03,over 65,5254,448.0817088168221,14.528724720323574
2020-05-04,0 to 17,683,32.57040070653449,1.66564797589368
2020-05-04,18 to 40,8340,258.0233186253854,9.341080574079344
2020-05-04,41 to 65,10470,332.4320308263238,10.679645471149943
2020-05-04,over 65,5450,464.7973568807918,14.650558889886033
2020-05-05,0 to 17,789,37.62525059656766,1.8700219606659103
2020-05-05,18 to 40,8968,277.45241264178134,9.668139936502751
2020-05-05,41 to 65,11060,351.1650679024968,10.720468070105285
2020-05-05,over 65,5694,485.6066330420603,15.01606139857342
2020-05-06,0 to 17,840,40.057301015357204,1.84617832910915
2020-05-06,18 to 40,9244,285.9913138337006,9.248266430688918
2020-05-06,41 to 65,11350,360.37283188909026,10.124004540924473
2020-05-06,over 65,5856,499.4226278704435,14.90031893748908
2020-05-07,0 to 17,876,41.77404248744394,1.842772096029613
2020-05-07,18 to 40,9491,293.63301163951235,8.963194418846893
2020-05-07,41 to 65,11648,369.8346031580725,9.91081985749103
2020-05-07,over 65,6028,514.0914618857639,14.437349093151726
2020-05-08,0 to 17,897,42.775475012827876,1.8087097652342414
2020-05-08,18 to 40,9774,302.38847916600923,8.8902690204687
2020-05-08,41 to 65,11946,379.29637442705484,9.722582317863624
2020-05-08,over 65,6189,527.8221727954533,14.077938292942465
2020-05-09,0 to 17,942,44.9214018529363,1.9211154568589681
2020-05-09,18 to 40,10112,312.8455393213306,9.27699461792881
2020-05-09,41 to 65,12281,389.93292937708526,9.985661288909153
2020-05-09,over 65,6332,540.0177731686558,13.986562665770617
2020-05-10,0 to 17,952,45.3982744840715,1.9381466222566541
2020-05-10,18 to 40,10236,316.6818572481349,9.314562247396363
2020-05-10,41 to 65,12464,395.7433459617287,10.003804666222637
2020-05-10,over 65,6456,550.5929790866775,14.004837791204988
2020-05-11,0 to 17,979,46.685830588136554,1.8291471637114642
2020-05-11,18 to 40,10426,322.5600863295286,8.93004651049317
2020-05-11,41 to 65,12673,402.37928621413573,9.736189850848739
2020-05-11,over 65,6583,561.4240367607803,14.181497337070555
2020-05-12,0 to 17,1037,49.45169184872074,1.95517778765434
2020-05-12,18 to 40,10828,334.9971815438457,9.471462346937324
2020-05-12,41 to 65,13005,412.9205884332704,9.981125444580782
2020-05-12,over 65,6694,570.8905517357836,14.114488543811202
2020-05-13,0 to 17,1099,52.40830216175901,1.9313341560975796
2020-05-13,18 to 40,11236,347.6199050449437,9.153242426741574
2020-05-13,41 to 65,13466,427.5577580809242,9.702171018385954
2020-05-13,over 65,6937,591.6145439783584,14.010929499683108
2020-05-14,0 to 17,1150,54.840352580548554,2.043739847722306
2020-05-14,18 to 40,11580,358.26259348704593,9.462622904709663
2020-05-14,41 to 65,13736,436.1305038615457,9.77701244980408
2020-05-14,over 65,7043,600.654639359893,13.4809508620864
2020-05-15,0 to 17,1193,56.89090489442994,1.9892401184497115
2020-05-15,18 to 40,11879,367.51306977829177,9.19522977732296
2020-05-15,41 to 65,14044,445.90978423351396,9.636401275624571
2020-05-15,over 65,7210,614.8970537817448,13.712435784255076
2020-05-16,0 to 17,1252,59.70445341812765,2.1050520431539756
2020-05-16,18 to 40,12253,379.08389965429825,9.58195537478307
2020-05-16,41 to 65,14415,457.6893719542939,9.947106612117999
2020-05-16,over 65,7378,629.2247521222903,13.730710909689448
2020-05-17,0 to 17,1295,61.755005732009025,2.132301907790273
2020-05-17,18 to 40,12531,387.6846769418111,9.57311593255541
2020-05-17,41 to 65,14619,464.16655765520795,9.781548294132449
2020-05-17,over 65,7452,635.5357621056258,13.389575234914554
2020-05-18,0 to 17,1325,63.18562362541464,2.186801637062868
2020-05-18,18 to 40,12723,393.6247821187984,9.685818820958069
2020-05-18,41 to 65,14775,469.1196996617893,9.763404916818965
2020-05-18,over 65,7510,640.4822293898618,12.548919464933567
2020-05-19,0 to 17,1423,67.85897541053964,2.1595517724265703
2020-05-19,18 to 40,13159,407.11377095820706,9.261525594030406
2020-05-19,41 to 65,15193,482.3915801666034,9.373322304579043
2020-05-19,over 65,7510,640.4822293898618,11.062542596271534
2020-05-20,0 to 17,1524,72.67538898500521,2.329863426403429
2020-05-20,18 to 40,13660,422.61373290440827,9.758744219336263
2020-05-20,41 to 65,15663,497.31450800694455,9.781548294132449
2020-05-20,over 65,7798,665.0439979736541,11.830097864515045
2020-05-21,0 to 17,1601,76.34730824474629,2.4695189826644532
2020-05-21,18 to 40,14063,435.0817661665222,10.103482466214988
2020-05-21,41 to 65,16040,509.2846011895161,9.960714145103111
2020-05-21,over 65,7991,681.5037942815427,11.958023742555628
2020-05-22,0 to 17,1668,79.54235487335217,2.626205704323164
2020-05-22,18 to 40,14411,445.84820679981163,10.247123402414458
2020-05-22,41 to 65,16394,520.5244234352199,10.087717786297505
2020-05-22,over 65,8123,692.7612715491142,11.781364196690058
2020-05-23,0 to 17,1740,82.97583781752564,2.7181739974706676
2020-05-23,18 to 40,14814,458.3162400619256,10.390764338613927
2020-05-23,41 to 65,16761,532.1770075148055,10.160291295551444
2020-05-23,over 65,8247,703.3364774671359,11.665621735605718
2020-05-24,0 to 17,1795,85.59863728876927,2.8714544860498408
2020-05-24,18 to 40,15155,468.8661143606374,10.870304079464464
2020-05-24,41 to 65,17106,543.1310715678219,10.527694686149507
2020-05-24,over 65,8376,714.3381029786261,11.696080277996336
2020-05-25,0 to 17,1888,90.03355275832668,3.096265869299294
2020-05-25,18 to 40,15593,482.41697929563963,11.418349497579364
2020-05-25,41 to 65,17436,553.6088719663593,10.802113268015967
2020-05-25,over 65,8495,724.4868893031792,11.64734661017135
2020-05-26,0 to 17,2070,98.7126346449874,3.5186387711619047
2020-05-26,18 to 40,16380,506.7652229117282,12.269145811991605
2020-05-26,41 to 65,18098,574.6279745840313,11.550527582197208
2020-05-26,over 65,8650,737.7058967007064,11.915381783208767
2020-05-27,0 to 17,2153,102.6706774834096,3.5901696658321853
2020-05-27,18 to 40,16727,517.5007254972209,12.134344318019796
2020-05-27,41 to 65,18380,583.581731288236,11.144569514807989
2020-05-27,over 65,8752,746.4048564074661,11.05645088779341
2020-05-28,0 to 17,2225,106.10416042758308,3.661700560502466
2020-05-28,18 to 40,17139,530.2472011895061,12.28461483589001
2020-05-28,41 to 65,18772,596.0280881252866,11.421256018838633
2020-05-28,over 65,8865,756.0419392198568,11.099092847140271
2020-05-29,0 to 17,2382,113.5910607364058,4.050011131569704
2020-05-29,18 to 40,17908,554.038559945252,13.32324929764002
2020-05-29,41 to 65,19375,615.1738870353413,12.09029305727338
2020-05-29,over 65,9023,769.5167983734651,11.044267470837164
2020-05-30,0 to 17,2590,123.51001146401805,4.557539860420743
2020-05-30,18 to 40,18811,581.9756171057704,14.492265532248009
2020-05-30,41 to 65,20052,636.6692533074923,12.784277239514171
2020-05-30,over 65,9185,783.3327932018483,11.007717219968427
2020-05-31,0 to 17,2702,128.85098493273236,4.792569942908808
2020-05-31,18 to 40,19389,599.8578087323259,15.155223699322482
2020-05-31,41 to 65,20460,649.6236247093204,13.246933361008033
2020-05-31,over 65,9325,795.2725418189696,11.409769979524548
2020-06-01,0 to 17,2770,132.09371882445174,4.922006799931221
2020-06-01,18 to 40,19827,613.4086736673281,15.698849396323553
2020-06-01,41 to 65,20815,660.8951978653228,13.698249871680964
2020-06-01,over 65,9422,803.5450819322607,11.64734661017135
2020-06-02,0 to 17,2865,136.62400882023618,4.911788100692609
2020-06-02,18 to 40,20322,628.7230073267485,15.829231169181533
2020-06-02,41 to 65,21203,673.2145510611789,13.630212206755395
2020-06-02,over 65,9534,813.0968808259577,12.329617959721137
2020-06-03,0 to 17,2946,140.48667713243134,4.843663439101866
2020-06-03,18 to 40,20790,643.202013695655,15.756305770803339
2020-06-03,41 to 65,21562,684.6131278583757,13.378472846530794
2020-06-03,over 65,9631,821.3694209392488,11.166101640399624
2020-06-04,0 to 17,3061,145.9707123904862,4.973100296124279
2020-06-04,18 to 40,21348,660.4654443662743,16.098834157125154
2020-06-04,41 to 65,22063,700.5203339179734,13.65969519488981
2020-06-04,over 65,9842,839.3643277836245,11.275752393005842
2020-06-05,0 to 17,3139,149.6903189133408,5.0105688599991876
2020-06-05,18 to 40,21925,678.316697945033,16.604892224658666
2020-06-05,41 to 65,22572,716.68154725996,14.011223130338575
2020-06-05,over 65,9997,852.5833351811516,11.415861688002673
2020-06-06,0 to 17,3230,154.02985985667115,5.075287288510395
2020-06-06,18 to 40,22503,696.1988895715884,16.991617822118776
2020-06-06,41 to 65,23009,730.5566950604474,14.169977681831565
2020-06-06,over 65,10146,865.2906390665163,11.56815439995575
2020-06-07,0 to 17,3392,161.7551964810615,5.439754228020872
2020-06-07,18 to 40,23146,716.0920543049365,17.65899571030708
2020-06-07,41 to 65,23522,746.8449120436283,14.550988605414744
2020-06-07,over 65,10274,876.2069806593129,11.562062691477628
2020-06-08,0 to 17,3473,165.61786479325664,5.398879431066426
2020-06-08,18 to 40,23512,727.4153797985686,17.499885750209206
2020-06-08,41 to 65,23798,755.6081632860414,14.428520808548724
2020-06-08,over 65,10337,881.5798675370174,11.220927016702735
2020-06-09,0 to 17,3577,170.57734015706276,5.133193250862527
2020-06-09,18 to 40,23996,742.389394932224,16.830298001463987
2020-06-09,41 to 65,24219,768.9752965217513,13.881951566979998
2020-06-09,over 65,10446,890.8758146746334,10.94070842670907
2020-06-10,0 to 17,3711,176.96743341427452,5.306911137918923
2020-06-10,18 to 40,24457,756.6518349665529,17.082222104952287
2020-06-10,41 to 65,24605,781.2311478970103,14.117815472055298
2020-06-10,over 65,10562,900.7687492431053,11.025992345402793
2020-06-11,0 to 17,3937,187.74475487793015,5.831471032167648
2020-06-11,18 to 40,25248,781.1238307738287,17.91975925602304
2020-06-11,41 to 65,25223,800.8532104615439,14.630365881161241
2020-06-11,over 65,10675,910.4058320554959,11.025992345402793
2020-06-12,0 to 17,4086,194.85015708184469,5.80422116753135
